fund_code,fund_name,fund_family,share_class,fund_type,etf_symbol,etf_name,underlying_name,asset_class,mapping_score,mapping_confidence,mapping_method,etf_rows_valid,etf_median_amount_60d,executable
012643,招商中证红利ETF联接A,招商中证红利ETF联接,A,指数型-股票,515080,中证红利ETF招商,中证红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,1587,370342026.0,True
012663,国寿安保沪港深300ETF联接A,国寿安保沪港深300ETF联接,A,指数型-股票,517300,沪港深300ETF国寿,沪港深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1309,2161250.0,True
012679,华泰柏瑞光伏ETF联接A,华泰柏瑞光伏ETF联接,A,指数型-股票,515790,光伏ETF华泰柏瑞,光伏,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1351,358346022.0,True
012712,建信沪深300红利ETF联接A,建信沪深300红利ETF联接,A,指数型-股票,512530,沪深300红利ETF建信,沪深300红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,1651,7745289.0,True
012717,易方达中证科技50ETF联接A,易方达中证科技50ETF联接,A,指数型-股票,159807,科技ETF易方达,科技,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1528,68536992.0,True
012724,国泰中证畜牧养殖ETF联接A,国泰中证畜牧养殖ETF联接,A,指数型-股票,159865,养殖ETF国泰,养殖,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1301,208391304.0,True
012728,国泰中证动漫游戏ETF联接A,国泰中证动漫游戏ETF联接,A,指数型-股票,516010,游戏ETF国泰,游戏,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1302,90971473.0,True
012733,易方达中证人工智能主题ETF联接A,易方达中证人工智能主题ETF联接,A,指数型-股票,159819,人工智能ETF易方达,人工智能,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1407,803746282.5,True
012737,广发创新药ETF联接A,广发创新药ETF联接,A,指数型-股票,515120,创新药ETF广发,创新药,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1341,399718094.0,True
012761,华泰柏瑞上证红利ETF联接A,华泰柏瑞上证红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,4737,654647591.0,True
012801,富国中证医药50ETF联接A,富国中证医药50ETF联接,A,指数型-股票,515950,医药50ETF富国,医药50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1526,11544921.5,True
012804,广发恒生科技ETF联接(QDII)A,广发恒生科技ETF联接,A,指数型-海外股票,513380,恒生科技ETF广发,恒生科技,overseas,100.0,HIGH,name_underlying_issuer_v1,1016,271316465.5,True
012831,南方中证新能源ETF联接A,南方中证新能源ETF联接,A,指数型-股票,516160,新能源ETF南方,新能源,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1318,247625601.5,True
012894,天弘中证科创创业50ETF联接A,天弘中证科创创业50ETF联接,A,指数型-股票,159603,科创创业ETF天弘,科创创业,equity_broad,100.0,HIGH,name_underlying_issuer_v1,998,16286456.0,True
012907,鹏扬中证科创创业50ETF联接A,鹏扬中证科创创业50ETF联接,A,指数型-股票,588350,科创创业50ETF鹏扬,科创创业50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,893,6967266.5,True
012969,鹏华国证半导体芯片ETF联接A,鹏华国证半导体芯片ETF联接,A,指数型-股票,159813,半导体ETF鹏华,半导体,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1492,541276148.5,True
012973,国泰汽车整车ETF联接A,国泰汽车整车ETF联接,A,指数型-股票,516110,汽车ETF国泰,汽车,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1261,34966991.0,True
013125,华夏食品饮料ETF联接A,华夏食品饮料ETF联接,A,指数型-股票,515170,食品饮料ETF华夏,食品饮料,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1334,83628584.5,True
013127,汇添富恒生科技ETF联接发起式(QDII)A,汇添富恒生科技ETF联接发起式,A,指数型-海外股票,513260,恒生科技ETF汇添富,恒生科技,overseas,100.0,HIGH,name_underlying_issuer_v1,930,400098489.0,True
013171,华夏恒生互联网科技业ETF联接(QDII)A,华夏恒生互联网科技业ETF联接,A,指数型-海外股票,159920,恒生ETF华夏,恒生,overseas,100.0,HIGH,name_underlying_issuer_v1,3337,359807905.0,True
013179,广发国证新能源车电池ETF联接A,广发国证新能源车电池ETF联接,A,指数型-股票,159945,能源ETF广发,能源,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,2678,11822404.0,True
013298,南方中证科创创业50ETF联接A,南方中证科创创业50ETF联接,A,指数型-股票,159780,科创创业50ETF南方,科创创业50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1221,159842586.0,True
013302,招商中证科创创业50ETF联接A,招商中证科创创业50ETF联接,A,指数型-股票,588300,科创创业50ETF招商,科创创业50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1221,71467746.5,True
013308,易方达恒生科技ETF联接(QDII)A,易方达恒生科技ETF联接,A,指数型-海外股票,159807,科技ETF易方达,科技,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1528,68536992.0,True
013310,华夏科创创业50ETF联接A,华夏科创创业50ETF联接,A,指数型-股票,159783,科创创业50ETF华夏,科创创业50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1221,270471034.5,True
013313,富国中证科创创业50ETF联接A,富国中证科创创业50ETF联接,A,指数型-股票,588380,科创创业ETF富国,科创创业,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1220,117164816.0,True
013425,博时标普500ETF联接美元汇(QDII)A,博时标普500ETF联接美元汇,A,指数型-海外股票,513500,标普500ETF博时,标普500,overseas,100.0,HIGH,name_underlying_issuer_v1,3038,368503526.0,True
013502,易方达低碳ETF联接A,易方达低碳ETF联接,A,指数型-股票,516070,低碳ETF易方达,低碳,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1267,7623110.5,True
013893,国联安上证科创50ETF联接A,国联安上证科创50ETF联接,A,指数型-股票,588180,科创50ETF国联安,科创50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1223,37807120.5,True
014117,国泰创新药ETF联接A,国泰创新药ETF联接,A,指数型-股票,517110,创新药ETF国泰,创新药,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1160,10679315.5,True
014414,招商中证畜牧养殖ETF联接A,招商中证畜牧养殖ETF联接,A,指数型-股票,516670,畜牧养殖ETF招商,畜牧养殖,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1287,50567002.0,True
014528,汇添富MSCI中国A50互联互通ETF联接A,汇添富MSCI中国A50互联互通ETF联接,A,指数型-股票,560050,中国A50ETF汇添富,中国A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1138,77254240.0,True
014532,易方达MSCI中国A50互联互通ETF联接A,易方达MSCI中国A50互联互通ETF联接,A,指数型-股票,563000,中国A50ETF易方达,中国A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1138,27762863.0,True
014534,南方MSCI中国A50互联互通ETF联接A,南方MSCI中国A50互联互通ETF联接,A,指数型-股票,159602,中国A50ETF南方,中国A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1138,9649079.0,True
014543,汇添富中证沪港深云计算产业ETF联接A,汇添富中证沪港深云计算产业ETF联接,A,指数型-股票,159273,云计算ETF汇添富,云计算,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,229,44835405.5,True
014564,天弘创新药精选50ETF联接A,天弘创新药精选50ETF联接,A,指数型-股票,517380,创新药ETF天弘,创新药,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1196,34304322.5,True
014661,天弘黄金ETF联接A,天弘黄金ETF联接,A,指数型-其他,159830,金ETF天弘,金,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1211,37804996.0,True
014942,鹏华中证细分化工产业主题ETF联接A,鹏华中证细分化工产业主题ETF联接,A,指数型-股票,159870,化工ETF鹏华,化工,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1304,810270054.0,True
015310,华泰柏瑞恒生科技ETF联接(QDII)A,华泰柏瑞恒生科技ETF联接,A,指数型-海外股票,513130,恒生科技ETF华泰柏瑞,恒生科技,overseas,100.0,HIGH,name_underlying_issuer_v1,1244,3890766674.5,True
015873,工银锂电池ETF联接A,工银锂电池ETF联接,A,指数型-股票,159840,锂电池ETF工银,锂电池,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1187,130970000.5,True
015878,富国中证农业主题ETF联接A,富国中证农业主题ETF联接,A,指数型-股票,159825,农业ETF富国,农业,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1344,87414742.0,True
015896,天弘中证细分化工产业主题ETF联接A,天弘中证细分化工产业主题ETF联接,A,指数型-股票,159133,化工ETF天弘,化工,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,156,44941596.0,True
015993,博时中证光伏产业ETF联接A,博时中证光伏产业ETF联接,A,指数型-股票,560310,光伏ETF博时,光伏,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,95,3132264.5,True
016007,招商中证消费电子主题ETF联接A,招商中证消费电子主题ETF联接,A,指数型-股票,510150,消费ETF招商,消费,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3726,33296527.5,True
016019,招商中证电池主题ETF联接A,招商中证电池主题ETF联接,A,指数型-股票,561910,电池ETF招商,电池,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1193,197198934.0,True
016185,广发电力ETF联接A,广发电力ETF联接,A,指数型-股票,159611,电力ETF广发,电力,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1095,570729998.5,True
016630,易方达中证1000ETF联接A,易方达中证1000ETF联接,A,指数型-股票,159633,中证1000ETF易方达,中证1000,equity_broad,100.0,HIGH,name_underlying_issuer_v1,957,591153873.5,True
016633,富国中证1000ETF联接A,富国中证1000ETF联接,A,指数型-股票,159629,中证1000ETF富国,中证1000,equity_broad,100.0,HIGH,name_underlying_issuer_v1,958,230572370.5,True
016707,华夏有色金属ETF联接A,华夏有色金属ETF联接,A,指数型-股票,516650,有色金属ETF华夏,有色金属,commodity,100.0,HIGH,name_underlying_issuer_v1,1231,254584175.0,True
016887,富国中证上海环交所碳中和ETF联接A,富国中证上海环交所碳中和ETF联接,A,指数型-股票,561190,碳中和ETF富国,碳中和,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,969,6064196.0,True
016891,鹏华中证中药ETF联接A,鹏华中证中药ETF联接,A,指数型-股票,159647,中药ETF鹏华,中药,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,962,18357642.0,True
016899,易方达中证上海环交所碳中和ETF联接A,易方达中证上海环交所碳中和ETF联接,A,指数型-股票,562990,碳中和ETF易方达,碳中和,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,969,10607907.0,True
016917,南方中证上海环交所碳中和ETF联接A,南方中证上海环交所碳中和ETF联接,A,指数型-股票,159639,碳中和ETF南方,碳中和,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,969,7351780.5,True
016938,南方中证长江保护主题ETF联接A,南方中证长江保护主题ETF联接,A,指数型-股票,517160,长江保护ETF南方,长江保护,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1094,440188.0,True
016952,鹏华中证港股通消费ETF联接A,鹏华中证港股通消费ETF联接,A,指数型-股票,513590,港股通消费ETF鹏华,港股通消费,overseas,100.0,HIGH,name_underlying_issuer_v1,1188,4095355.5,True
017161,汇添富中证1000ETF联接A,汇添富中证1000ETF联接,A,指数型-股票,560110,中证1000ETF汇添富,中证1000,equity_broad,100.0,HIGH,name_underlying_issuer_v1,955,19168412.5,True
017185,国泰疫苗与生物科技ETF联接A,国泰疫苗与生物科技ETF联接,A,指数型-股票,159643,疫苗ETF国泰,疫苗,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,945,6059364.0,True
017646,易方达中证光伏产业ETF联接发起式A,易方达中证光伏产业ETF联接发起式,A,指数型-股票,562970,光伏ETF易方达,光伏,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,411,27789231.0,True
017778,浦银安盛中证证券公司30ETF联接A,浦银安盛中证证券公司30ETF联接,A,指数型-股票,516730,证券ETF浦银,证券,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1134,5272444.5,True
017853,易方达云计算ETF联接A,易方达云计算ETF联接,A,指数型-股票,516510,云计算ETF易方达,云计算,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1280,195225389.5,True
017937,易方达中证医疗ETF联接发起式A,易方达中证医疗ETF联接发起式,A,指数型-股票,159847,医疗ETF易方达,医疗,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1211,26561432.5,True
017949,景顺长城创业板50ETF联接A,景顺长城创业板50ETF联接,A,指数型-股票,159682,创业板50ETF景顺,创业板50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,856,365049835.0,True
018167,国泰有色矿业ETF联接A,国泰有色矿业ETF联接,A,指数型-股票,561330,矿业ETF国泰,矿业,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,900,75589236.5,True
018300,华夏消费电子ETF联接A,华夏消费电子ETF联接,A,指数型-股票,510630,消费ETF华夏,消费,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3207,41464287.5,True
018379,万家储能电池ETF联接A,万家储能电池ETF联接,A,指数型-股票,159156,电池ETF万家,电池,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,101,7172481.5,True
018387,华泰柏瑞港股通红利ETF联接基金A,华泰柏瑞港股通红利ETF联接基金,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,4737,654647591.0,True
018391,南方上海金ETF联接A,南方上海金ETF联接,A,指数型-其他,159834,金ETF南方,金,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1052,52018183.0,True
018411,易方达芯片ETF联接A,易方达芯片ETF联接,A,指数型-股票,516350,芯片ETF易方达,芯片,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1105,207988395.5,True
018482,鹏华创业板50ETF联接A,鹏华创业板50ETF联接,A,指数型-股票,159681,创业板50ETF鹏华,创业板50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,856,132935241.0,True
018557,易方达港股通医药ETF联接A,易方达港股通医药ETF联接,A,指数型-股票,512010,医药ETF易方达,医药,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,2658,579795286.5,True
018646,易方达中证家电龙头ETF联接发起式A,易方达中证家电龙头ETF联接发起式,A,指数型-股票,159328,家电ETF易方达,家电,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,405,4850338.5,True
018896,易方达消费电子ETF联接A,易方达消费电子ETF联接,A,指数型-股票,562950,消费电子ETF易方达,消费电子,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1086,176150588.0,True
018926,南方中证电池ETF联接A,南方中证电池ETF联接,A,指数型-股票,159147,电池ETF南方,电池,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,115,30081361.0,True
019058,易方达绿色电力ETF联接A,易方达绿色电力ETF联接,A,指数型-股票,562960,绿色电力ETF易方达,绿色电力,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,791,74007933.5,True
019061,易方达软件ETF联接A,易方达软件ETF联接,A,指数型-股票,562930,软件ETF易方达,软件,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,756,49504049.0,True
019102,景顺长城恒生消费ETF联接(QDII)A,景顺长城恒生消费ETF联接,A,指数型-海外股票,513970,恒生消费ETF景顺,恒生消费,overseas,100.0,HIGH,name_underlying_issuer_v1,784,56768309.5,True
019141,易方达中证电信主题ETF联接发起式A,易方达中证电信主题ETF联接发起式,A,指数型-股票,563010,电信ETF易方达,电信,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,730,14370673.0,True
019164,汇添富有色金属ETF联接A,汇添富有色金属ETF联接,A,指数型-股票,159652,有色ETF汇添富,有色,commodity,100.0,HIGH,name_underlying_issuer_v1,835,188805668.0,True
019167,易方达中证物联网主题ETF联接发起式A,易方达中证物联网主题ETF联接发起式,A,指数型-股票,159895,物联网ETF易方达,物联网,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1145,3619404.0,True
019171,天弘沪港深云计算ETF联接A,天弘沪港深云计算ETF联接,A,指数型-股票,517390,云计算ETF天弘,云计算,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1105,13962817.5,True
019260,富国恒生红利ETF联接A,富国恒生红利ETF联接,A,指数型-股票,513950,恒生红利ETF富国,恒生红利,overseas,100.0,HIGH,name_underlying_issuer_v1,779,48789387.0,True
019315,易方达中证新能源ETF联接发起式A,易方达中证新能源ETF联接发起式,A,指数型-股票,516090,新能源ETF易方达,新能源,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1291,65646650.0,True
019320,易方达中证500质量成长ETF联接发起式A,易方达中证500质量成长ETF联接发起式,A,指数型-股票,510580,中证500ETF易方达,中证500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,2594,198055418.5,True
019493,易方达央企科技50ETF联接A,易方达央企科技50ETF联接,A,指数型-股票,159807,科技ETF易方达,科技,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1528,68536992.0,True
019508,银华中证国新央企科技引领ETF联接A,银华中证国新央企科技引领ETF联接,A,指数型-股票,159959,央企ETF银华,央企,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1816,703854.0,True
019510,华宝中证A500ETF联接A,华宝中证A500ETF联接,A,指数型-股票,159596,A50ETF华宝,A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,566,15525844.0,True
019529,南方中证国新央企科技引领ETF联接A,南方中证国新央企科技引领ETF联接,A,指数型-股票,560170,央企科技ETF南方,央企科技,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,735,51510219.5,True
019598,平安中证港股医药ETF联接A,平安中证港股医药ETF联接,A,指数型-股票,159718,港股医药ETF平安,港股医药,overseas,100.0,HIGH,name_underlying_issuer_v1,1102,22224810.0,True
019632,国泰半导体设备ETF联接A,国泰半导体设备ETF联接,A,指数型-股票,159516,半导体设备ETF国泰,半导体设备,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,720,3472196542.0,True
019666,易方达中证创新药产业ETF联接发起式A,易方达中证创新药产业ETF联接发起式,A,指数型-股票,516080,创新药ETF易方达,创新药,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1310,73600272.5,True
019670,广发港股创新药ETF联接(QDII)A,广发港股创新药ETF联接,A,指数型-海外股票,515120,创新药ETF广发,创新药,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1341,399718094.0,True
019702,易方达上证科创板成长ETF联接发起式A,易方达上证科创板成长ETF联接发起式,A,指数型-股票,159259,成长ETF易方达,成长,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,213,426409058.0,True
019827,鹏华国证石油天然气ETF联接A,鹏华国证石油天然气ETF联接,A,指数型-股票,159697,石油ETF鹏华,石油,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,778,76126986.5,True
019861,鹏华上证科创100ETF联接A,鹏华上证科创100ETF联接,A,指数型-股票,588220,科创100ETF鹏华,科创100,equity_broad,100.0,HIGH,name_underlying_issuer_v1,684,645038920.5,True
019868,华夏云计算与大数据ETF联接A,华夏云计算与大数据ETF联接,A,指数型-股票,516000,大数据ETF华夏,大数据,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1306,31149176.5,True
019874,广发稀有金属ETF联接A,广发稀有金属ETF联接,A,指数型-股票,518600,金ETF广发,金,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1442,202868177.0,True
019975,华夏物联网ETF联接A,华夏物联网ETF联接,A,指数型-股票,516260,物联网ETF华夏,物联网,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1201,2443525.5,True
020014,鹏华国证ESG300ETF联接A,鹏华国证ESG300ETF联接,A,指数型-股票,159717,ESGETF鹏华,ESG,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1159,1644673.0,True
020021,国泰金融ETF联接A,国泰金融ETF联接,A,指数型-股票,510230,金融ETF国泰,金融,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3681,90456575.0,True
020100,易方达中证A100ETF联接发起式A,易方达中证A100ETF联接发起式,A,指数型-股票,159686,A100ETF易方达,A100,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,725,12897297.0,True
020104,易方达石油化工ETF联接A,易方达石油化工ETF联接,A,指数型-股票,159181,石油ETF易方达,石油,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,82,12382791.0,True
020278,国泰信创ETF联接A,国泰信创ETF联接,A,指数型-股票,159537,信创ETF国泰,信创,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,672,11821329.0,True
020291,华夏科创100ETF联接A,华夏科创100ETF联接,A,指数型-股票,588800,科创100ETF华夏,科创100,equity_broad,100.0,HIGH,name_underlying_issuer_v1,646,332504944.5,True
020403,易方达信创ETF联接A,易方达信创ETF联接,A,指数型-股票,159540,信创ETF易方达,信创,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,675,39153707.0,True
020517,易方达深证50ETF联接发起式A,易方达深证50ETF联接发起式,A,指数型-股票,159150,深证50ETF易方达,深证50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,629,10356865.0,True
020602,易方达中证红利低波动ETF联接发起式A,易方达中证红利低波动ETF联接发起式,A,指数型-股票,515180,红利ETF易方达,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,1592,404295002.0,True
020628,汇添富科创芯片ETF联接A,汇添富科创芯片ETF联接,A,指数型-股票,516920,芯片ETF汇添富,芯片,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1191,73906668.5,True
020639,广发半导体设备ETF联接A,广发半导体设备ETF联接,A,指数型-股票,560780,半导体设备ETF广发,半导体设备,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,628,537616087.5,True
020670,易方达科创芯片ETF联接A,易方达科创芯片ETF联接,A,指数型-股票,516350,芯片ETF易方达,芯片,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1105,207988395.5,True
020732,易方达创业板200ETF联接A,易方达创业板200ETF联接,A,指数型-股票,159915,创业板ETF易方达,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3544,5797278773.5,True
020781,平安富时中国国企开放共赢ETF联接A,平安富时中国国企开放共赢ETF联接,A,指数型-股票,159719,国企ETF平安,国企,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1098,3945489.5,True
020893,景顺长城国证机器人ETF联接A,景顺长城国证机器人ETF联接,A,指数型-股票,159559,机器人ETF景顺,机器人,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,628,176056124.5,True
020903,广发工程机械ETF联接A,广发工程机械ETF联接,A,指数型-股票,560280,工程机械ETF广发,工程机械,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,659,181031336.0,True
020972,易方达机器人ETF联接A,易方达机器人ETF联接,A,指数型-股票,159530,机器人ETF易方达,机器人,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,602,1130428583.0,True
021023,南方恒生指数ETF联接I,南方恒生指数ETF联接,I,指数型-股票,513600,恒生指数ETF南方,恒生指数,overseas,100.0,HIGH,name_underlying_issuer_v1,2787,113797422.0,True
021033,易方达储能电池ETF联接A,易方达储能电池ETF联接,A,指数型-股票,159566,储能电池ETF易方达,储能电池,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,587,506067843.0,True
021140,易方达汽车零部件ETF联接A,易方达汽车零部件ETF联接,A,指数型-股票,159565,汽车零部件ETF易方达,汽车零部件,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,581,30941911.0,True
021142,华夏港股通央企红利ETF联接A,华夏港股通央企红利ETF联接,A,指数型-股票,513910,港股通央企红利ETF华夏,港股通央企红利,overseas,100.0,HIGH,name_underlying_issuer_v1,576,215217538.5,True
021159,天弘沪港深物联网ETF联接A,天弘沪港深物联网ETF联接,A,指数型-股票,517660,物联网ETF天弘,物联网,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1148,2400594.5,True
021183,平安中证A50ETF联接A,平安中证A50ETF联接,A,指数型-股票,159593,中证A50ETF平安,中证A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,570,59081542.0,True
021189,南方亚太精选ETF联接(QDII)A,南方亚太精选ETF联接,A,指数型-海外股票,159687,亚太精选ETF南方,亚太精选,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,854,495316381.0,True
021206,易方达中证A50ETF联接发起式A,易方达中证A50ETF联接发起式,A,指数型-股票,563080,中证A50ETF易方达,中证A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,566,35236925.5,True
021208,银华中证A50ETF联接A,银华中证A50ETF联接,A,指数型-股票,159592,A50ETF银华,A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,566,22840967.0,True
021212,大成中证A50ETF联接A,大成中证A50ETF联接,A,指数型-股票,159595,中证A50ETF大成,中证A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,566,138222100.0,True
021214,嘉实中证A50ETF联接A,嘉实中证A50ETF联接,A,指数型-股票,562890,A50ETF嘉实,A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,566,18115994.0,True
021231,工银中证A50ETF联接A,工银中证A50ETF联接,A,指数型-股票,561230,中证A50ETF工银,中证A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,566,19187682.0,True
021377,兴业中证港股通互联网ETF联接A,兴业中证港股通互联网ETF联接,A,指数型-股票,520790,港股通互联网ETF兴业,港股通互联网,overseas,100.0,HIGH,name_underlying_issuer_v1,75,11680485.5,True
021415,泰康红利低波ETF联接A,泰康红利低波ETF联接,A,指数型-股票,560150,红利低波ETF泰康,红利低波,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,553,9074076.0,True
021457,易方达恒生红利低波ETF联接A,易方达恒生红利低波ETF联接,A,指数型-股票,515180,红利ETF易方达,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,1592,404295002.0,True
021550,博时中证红利低波动100ETF联接A,博时中证红利低波动100ETF联接,A,指数型-股票,515890,红利ETF博时,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,1514,8388537.5,True
021673,国泰黄金股ETF联接A,国泰黄金股ETF联接,A,指数型-股票,518800,黄金ETF国泰,黄金,commodity,100.0,HIGH,name_underlying_issuer_v1,3153,491387485.5,True
021749,易方达创业板成长ETF联接发起式A,易方达创业板成长ETF联接发起式,A,指数型-股票,159915,创业板ETF易方达,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3544,5797278773.5,True
021752,南方电力ETF联接A,南方电力ETF联接,A,指数型-股票,560580,电力ETF南方,电力,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,772,14906668.0,True
021778,广发纳指100ETF联接(QDII)人民币F,广发纳指100ETF联接人民币,F,指数型-海外股票,159941,纳指ETF广发,纳指,overseas,100.0,HIGH,name_underlying_issuer_v1,2676,1788211947.5,True
021893,易方达半导体设备ETF联接A,易方达半导体设备ETF联接,A,指数型-股票,159558,半导体设备ETF易方达,半导体设备,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,506,990225394.0,True
021949,南方深证主板50ETF联接A,南方深证主板50ETF联接,A,指数型-股票,159578,深证主板50ETF南方,深证主板50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,511,394847.0,True
021971,南方港股通央企红利ETF联接A,南方港股通央企红利ETF联接,A,指数型-股票,520660,港股通央企红利ETF南方,港股通央企红利,overseas,100.0,HIGH,name_underlying_issuer_v1,490,86082095.5,True
022097,长城中证红利低波100ETF联接A,长城中证红利低波100ETF联接,A,指数型-股票,159228,红利低波ETF长城,红利低波,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,264,368505.0,True
