fund_code,fund_name,fund_family,share_class,fund_type,etf_symbol,etf_name,underlying_name,asset_class,mapping_score,mapping_confidence,mapping_method,etf_rows_valid,etf_median_amount_60d,executable
022330,鑫元中证800红利低波动ETF联接A,鑫元中证800红利低波动ETF联接,A,指数型-股票,563980,800红利低波ETF鑫元,800红利低波,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,168,3433818.5,True
022424,广发中证A500ETF联接A,广发中证A500ETF联接,A,指数型-股票,563800,A500ETF广发,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,404,482609539.5,True
022426,泰康中证A500ETF联接A,泰康中证A500ETF联接,A,指数型-股票,560510,中证A500ETF泰康,中证A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,428,67026609.5,True
022428,天弘中证A500ETF联接A,天弘中证A500ETF联接,A,指数型-股票,159360,A500ETF天弘,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,396,47360170.0,True
022430,华夏中证A500ETF联接A,华夏中证A500ETF联接,A,指数型-股票,159601,A50ETF华夏,A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1138,77098203.0,True
022434,南方中证A500ETF联接A,南方中证A500ETF联接,A,指数型-股票,159352,A500ETF南方,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,428,3340736944.0,True
022436,摩根中证A500ETF联接A,摩根中证A500ETF联接,A,指数型-股票,560350,中证A50ETF摩根,中证A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,570,33174001.0,True
022438,华泰柏瑞中证A500ETF联接A,华泰柏瑞中证A500ETF联接,A,指数型-股票,563350,A50ETF华泰柏瑞,A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,563,15565331.5,True
022442,工银中证A500ETF联接A,工银中证A500ETF联接,A,指数型-股票,561230,中证A50ETF工银,中证A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,566,19187682.0,True
022444,景顺长城中证A500ETF联接A,景顺长城中证A500ETF联接,A,指数型-股票,159353,中证A500ETF景顺,中证A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,428,180058136.0,True
022453,嘉实中证A500ETF联接A,嘉实中证A500ETF联接,A,指数型-股票,562890,A50ETF嘉实,A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,566,18115994.0,True
022457,博时中证A500ETF联接A,博时中证A500ETF联接,A,指数型-股票,159357,A500ETF博时,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,396,28752016.0,True
022459,易方达中证A500ETF联接A,易方达中证A500ETF联接,A,指数型-股票,563080,中证A50ETF易方达,中证A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,566,35236925.5,True
022469,汇添富中证A500ETF联接A,汇添富中证A500ETF联接,A,指数型-股票,563880,A500ETF汇添富,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,399,115145987.5,True
022627,博时中证A100ETF联接A,博时中证A100ETF联接,A,指数型-股票,561770,A100ETF博时,A100,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,260,2287506.0,True
022665,鹏华中证A500ETF联接A,鹏华中证A500ETF联接,A,指数型-股票,512020,A500ETF鹏华,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,394,71021547.0,True
022731,平安中证汽车零部件主题ETF联接A,平安中证汽车零部件主题ETF联接,A,指数型-股票,159306,汽车零部件ETF平安,汽车零部件,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,529,1733509.5,True
022869,华夏公用事业ETF联接A,华夏公用事业ETF联接,A,指数型-股票,159301,公用事业ETF华夏,公用事业,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,482,23276600.5,True
023055,富国科创50ETF联接A,富国科创50ETF联接,A,指数型-股票,588940,科创50ETF富国,科创50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,275,79811924.5,True
023064,申万菱信沪深300价值ETF联接A,申万菱信沪深300价值ETF联接,A,指数型-股票,560330,沪深300价值ETF申万菱信,沪深300价值,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,765,684258.0,True
023108,广发中证A50ETF联接A,广发中证A50ETF联接,A,指数型-股票,159136,A50ETF广发,A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,134,1619898.0,True
023146,中金沪深300ETF联接A,中金沪深300ETF联接,A,指数型-股票,510320,沪深300ETF中金,沪深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,298,24024098.5,True
023148,兴业上证180ETF联接A,兴业上证180ETF联接,A,指数型-股票,530680,上证180ETF兴业,上证180,equity_broad,100.0,HIGH,name_underlying_issuer_v1,368,5839477.5,True
023179,华泰柏瑞上证180ETF联接A,华泰柏瑞上证180ETF联接,A,指数型-股票,530300,上证180ETF华泰柏瑞,上证180,equity_broad,100.0,HIGH,name_underlying_issuer_v1,366,6866320.5,True
023184,平安中证A500ETF联接A,平安中证A500ETF联接,A,指数型-股票,159593,中证A50ETF平安,中证A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,570,59081542.0,True
023228,易方达上证180ETF联接A,易方达上证180ETF联接,A,指数型-股票,530180,上证180ETF易方达,上证180,equity_broad,100.0,HIGH,name_underlying_issuer_v1,376,9202090.0,True
023321,华宝中证800红利低波动ETF联接A,华宝中证800红利低波动ETF联接,A,指数型-股票,159355,800红利低波ETF华宝,800红利低波,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,393,1602816.0,True
023414,工银创业板50ETF联接A,工银创业板50ETF联接,A,指数型-股票,159958,创业板ETF工银,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,2058,10383544.0,True
023429,嘉实创业板50ETF联接A,嘉实创业板50ETF联接,A,指数型-股票,159373,创业板50ETF嘉实,创业板50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,351,60624472.5,True
023444,前海开源中证500等权ETF联接A,前海开源中证500等权ETF联接,A,指数型-股票,515590,500等权ETF前海开源,500等权,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1569,1294138.5,True
023479,万家中证全指公用事业ETF联接A,万家中证全指公用事业ETF联接,A,指数型-股票,560620,公用事业ETF万家,公用事业,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,432,554602.0,True
023483,中金中证A500ETF联接A,中金中证A500ETF联接,A,指数型-股票,512080,A500ETF中金,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,359,26323736.5,True
023536,博时中证金融科技主题ETF联接A,博时中证金融科技主题ETF联接,A,指数型-股票,516860,金融科技ETF博时,金融科技,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1158,61131001.0,True
023547,平安上证180ETF联接A,平安上证180ETF联接,A,指数型-股票,530280,上证180ETF平安,上证180,equity_broad,100.0,HIGH,name_underlying_issuer_v1,356,117958.0,True
023564,易方达科创人工智能ETF联接A,易方达科创人工智能ETF联接,A,指数型-股票,159819,人工智能ETF易方达,人工智能,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1407,803746282.5,True
023572,万家中证港股通央企红利ETF联接A,万家中证港股通央企红利ETF联接,A,指数型-股票,159581,红利ETF万家,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,567,22928127.5,True
023638,国泰A股电网设备ETF联接A,国泰A股电网设备ETF联接,A,指数型-股票,561380,电网设备ETF国泰,电网设备,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,379,219970165.5,True
023830,华泰柏瑞创业板50ETF联接A,华泰柏瑞创业板50ETF联接,A,指数型-股票,159383,创业板50ETF华泰柏瑞,创业板50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,347,4671060.5,True
023865,兴业中证A500ETF联接A,兴业中证A500ETF联接,A,指数型-股票,563650,中证A500ETF兴业,中证A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,313,12565345.0,True
023876,申万菱信中证A500ETF联接A,申万菱信中证A500ETF联接,A,指数型-股票,560750,A500ETF申万菱信,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,352,9695415.5,True
023919,国泰富时现金流ETF联接A,国泰富时现金流ETF联接,A,指数型-股票,159399,现金流ETF国泰,现金流,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,338,162255314.0,True
023949,银河中证A500ETF联接A,银河中证A500ETF联接,A,指数型-股票,563660,A500ETF银河,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,314,8858335.0,True
024002,汇添富国证自由现金流ETF联接A,汇添富国证自由现金流ETF联接,A,指数型-股票,518680,金ETF富国,金,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1448,150671222.0,True
024011,万家沪深300ETF联接A,万家沪深300ETF联接,A,指数型-股票,159393,沪深300ETF万家,沪深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,331,20230057.0,True
024029,招商港股通红利低波ETF联接A,招商港股通红利低波ETF联接,A,指数型-股票,513990,港股通ETF招商,港股通,overseas,100.0,HIGH,name_underlying_issuer_v1,1433,24889395.5,True
024063,汇添富创业板ETF联接A,汇添富创业板ETF联接,A,指数型-股票,159247,创业板ETF汇添富,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,109,26893349.0,True
024078,长城国证自由现金流ETF联接A,长城国证自由现金流ETF联接,A,指数型-股票,159166,现金流ETF长城,现金流,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,83,2772919.5,True
024146,富国深证100ETF联接A,富国深证100ETF联接,A,指数型-股票,159211,深证100ETF富国,深证100,equity_broad,100.0,HIGH,name_underlying_issuer_v1,307,2240988.5,True
024218,融通中证诚通央企红利ETF联接A,融通中证诚通央企红利ETF联接,A,指数型-股票,159336,央企红利ETF融通,央企红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,349,6507379.5,True
024247,工银港股红利ETF联接A,工银港股红利ETF联接,A,指数型-股票,159905,红利ETF工银,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,3767,42547407.5,True
024266,融通中证诚通央企ESGETF联接A,融通中证诚通央企ESGETF联接,A,指数型-股票,560810,央企ESGETF融通,央企ESG,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,389,1111149.5,True
024298,浦银安盛中证A500ETF联接A,浦银安盛中证A500ETF联接,A,指数型-股票,159376,A500ETF浦银,A500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,365,7304502.0,True
024328,易方达恒生港股通创新药ETF联接发起式A,易方达恒生港股通创新药ETF联接发起式,A,指数型-股票,516080,创新药ETF易方达,创新药,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1310,73600272.5,True
024411,华夏上证科创板人工智能ETF联接A,华夏上证科创板人工智能ETF联接,A,指数型-股票,515070,人工智能ETF华夏,人工智能,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1590,279027091.5,True
024564,易方达中证红利价值ETF联接A,易方达中证红利价值ETF联接,A,指数型-股票,515180,红利ETF易方达,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,1592,404295002.0,True
024566,易方达国证自由现金流ETF联接A,易方达国证自由现金流ETF联接,A,指数型-股票,159222,自由现金流ETF易方达,自由现金流,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,304,80865416.5,True
024570,银华国证自由现金流ETF联接A,银华国证自由现金流ETF联接,A,指数型-股票,159225,现金流ETF银华,现金流,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,304,6660871.5,True
024574,嘉实国证自由现金流ETF联接A,嘉实国证自由现金流ETF联接,A,指数型-股票,159831,金ETF嘉实,金,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1038,31013077.0,True
024613,摩根沪深300自由现金流ETF联接A,摩根沪深300自由现金流ETF联接,A,指数型-股票,563900,300自由现金流ETF摩根,300自由现金流,equity_broad,100.0,HIGH,name_underlying_issuer_v1,293,29896426.0,True
024655,鹏华中证800自由现金流ETF联接A,鹏华中证800自由现金流ETF联接,A,指数型-股票,159800,中证800ETF鹏华,中证800,equity_broad,100.0,HIGH,name_underlying_issuer_v1,488,619476.0,True
024713,博时国证大盘价值ETF联接A,博时国证大盘价值ETF联接,A,指数型-股票,159391,大盘价值ETF博时,大盘价值,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,301,1602296.5,True
024725,南方创业板人工智能ETF联接A,南方创业板人工智能ETF联接,A,指数型-股票,159948,创业板ETF南方,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,2458,103761811.0,True
024745,汇添富中证800自由现金流ETF联接A,汇添富中证800自由现金流ETF联接,A,指数型-股票,515800,中证800ETF汇添富,中证800,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1596,119919427.5,True
024761,富国中证800自由现金流ETF联接A,富国中证800自由现金流ETF联接,A,指数型-股票,518680,金ETF富国,金,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1448,150671222.0,True
024814,汇添富沪深300自由现金流ETF联接A,汇添富沪深300自由现金流ETF联接,A,指数型-股票,159912,深300ETF汇添富,深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3554,1846916.5,True
024862,万家创业板50ETF联接A,万家创业板50ETF联接,A,指数型-股票,159372,创业板50ETF万家,创业板50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,271,4235381.5,True
024881,南方创业板200ETF联接A,南方创业板200ETF联接,A,指数型-股票,159948,创业板ETF南方,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,2458,103761811.0,True
024885,天弘港股科技ETF联接A,天弘港股科技ETF联接,A,指数型-股票,159128,港股科技ETF天弘,港股科技,overseas,100.0,HIGH,name_underlying_issuer_v1,164,104349130.5,True
024887,平安中证全指自由现金流ETF联接A,平安中证全指自由现金流ETF联接,A,指数型-股票,159233,自由现金流ETF平安,自由现金流,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,274,37244497.5,True
024893,易方达中证国资央企50ETF联接发起式A,易方达中证国资央企50ETF联接发起式,A,指数型-股票,563060,央企50ETF易方达,央企50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,285,1756567.5,True
024920,大成创业板50ETF联接A,大成创业板50ETF联接,A,指数型-股票,159298,创业板50ETF大成,创业板50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,206,7354655.5,True
024943,华夏上证580ETF联接A,华夏上证580ETF联接,A,指数型-股票,530530,上证580ETF华夏,上证580,equity_broad,100.0,HIGH,name_underlying_issuer_v1,212,2858310.5,True
024949,易方达上证380ETF联接A,易方达上证380ETF联接,A,指数型-股票,530380,上证380ETF易方达,上证380,equity_broad,100.0,HIGH,name_underlying_issuer_v1,190,4798347.0,True
024951,易方达上证580ETF联接A,易方达上证580ETF联接,A,指数型-股票,530100,上证580ETF易方达,上证580,equity_broad,100.0,HIGH,name_underlying_issuer_v1,180,4650816.5,True
024972,景顺长城中证芯片产业ETF联接A,景顺长城中证芯片产业ETF联接,A,指数型-股票,159560,芯片ETF景顺,芯片,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,644,33191709.5,True
024978,易方达科创200ETF联接A,易方达科创200ETF联接,A,指数型-股票,588270,科创200ETF易方达,科创200,equity_broad,100.0,HIGH,name_underlying_issuer_v1,266,26473535.0,True
024982,国泰创业板医药ETF联接A,国泰创业板医药ETF联接,A,指数型-股票,159377,创业板医药ETF国泰,创业板医药,equity_broad,100.0,HIGH,name_underlying_issuer_v1,305,15858581.5,True
025027,东财科创50ETF联接A,东财科创50ETF联接,A,指数型-股票,589850,科创50ETF东财,科创50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,226,100292408.0,True
025168,永赢国证自由现金流ETF联接A,永赢国证自由现金流ETF联接,A,指数型-股票,159223,现金流ETF永赢,现金流,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,253,11002665.0,True
025197,广发港股通科技ETF联接A,广发港股通科技ETF联接,A,指数型-股票,159262,港股通科技ETF广发,港股通科技,overseas,100.0,HIGH,name_underlying_issuer_v1,251,601620833.5,True
025200,景顺长城国证港股通红利低波动率ETF联接A,景顺长城国证港股通红利低波动率ETF联接,A,指数型-股票,159228,红利低波ETF长城,红利低波,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,264,368505.0,True
025398,银华创业板综合ETF联接A,银华创业板综合ETF联接,A,指数型-股票,159288,创业板综ETF银华,创业板综,equity_broad,100.0,HIGH,name_underlying_issuer_v1,192,3069731.5,True
025423,华夏中证500自由现金流ETF联接A,华夏中证500自由现金流ETF联接,A,指数型-股票,512500,中证500ETF华夏,中证500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,2660,637545160.5,True
025478,华夏上证180ETF联接A,华夏上证180ETF联接,A,指数型-股票,510670,上证180ETF华夏,上证180,equity_broad,100.0,HIGH,name_underlying_issuer_v1,175,3919382.0,True
025497,易方达国证价值100ETF联接发起式A,易方达国证价值100ETF联接发起式,A,指数型-股票,159263,价值ETF易方达,价值,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,250,241431606.0,True
025682,广发高股息ETF联接A,广发高股息ETF联接,A,指数型-股票,159207,高股息ETF广发,高股息,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,310,103478348.0,True
025719,嘉实恒生港股通科技主题ETF联接A,嘉实恒生港股通科技主题ETF联接,A,指数型-股票,515860,科技ETF嘉实,科技,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1635,9439767.5,True
025765,永赢国证港股通互联网ETF联接A,永赢国证港股通互联网ETF联接,A,指数型-股票,159170,港股通互联网ETF永赢,港股通互联网,overseas,100.0,HIGH,name_underlying_issuer_v1,82,29541127.5,True
025805,华夏国证港股通科技ETF联接A,华夏国证港股通科技ETF联接,A,指数型-股票,159101,港股通科技ETF华夏,港股通科技,overseas,100.0,HIGH,name_underlying_issuer_v1,209,300038333.5,True
025868,博时创业板综合ETF联接A,博时创业板综合ETF联接,A,指数型-股票,159908,创业板ETF博时,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3548,55048261.5,True
025958,南方中证全指自由现金流ETF联接A,南方中证全指自由现金流ETF联接,A,指数型-股票,159834,金ETF南方,金,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1052,52018183.0,True
026095,易方达创业板50ETF联接A,易方达创业板50ETF联接,A,指数型-股票,159915,创业板ETF易方达,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3544,5797278773.5,True
026265,广发储能电池ETF联接A,广发储能电池ETF联接,A,指数型-股票,159755,电池ETF广发,电池,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1228,727428456.5,True
026444,易方达中证细分有色金属产业主题ETF联接A,易方达中证细分有色金属产业主题ETF联接,A,指数型-股票,560470,有色ETF易方达,有色,commodity,100.0,HIGH,name_underlying_issuer_v1,53,12178396.0,True
026458,银华中证有色金属ETF联接A,银华中证有色金属ETF联接,A,指数型-股票,159871,有色ETF银华,有色,commodity,100.0,HIGH,name_underlying_issuer_v1,1284,59076264.5,True
026606,南方中证港股通50ETF联接A,南方中证港股通50ETF联接,A,指数型-股票,159126,港股通50ETF南方,港股通50,overseas,100.0,HIGH,name_underlying_issuer_v1,172,11454137.5,True
026646,易方达恒生港股通汽车主题ETF联接发起式A,易方达恒生港股通汽车主题ETF联接发起式,A,指数型-股票,513210,恒生ETF易方达,恒生,overseas,100.0,HIGH,name_underlying_issuer_v1,543,6396325.0,True
026720,平安中证光伏产业ETF联接发起式A,平安中证光伏产业ETF联接发起式,A,指数型-股票,516180,光伏ETF平安,光伏,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1304,10082044.0,True
026734,摩根恒生港股通50ETF联接A,摩根恒生港股通50ETF联接,A,指数型-股票,520950,港股通50ETF摩根,港股通50,overseas,100.0,HIGH,name_underlying_issuer_v1,156,26189592.0,True
026772,中银证券创业板ETF联接A,中银证券创业板ETF联接,A,指数型-股票,159821,创业板ETF中银证券,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1383,2344130.5,True
026795,鹏华恒生ETF联接A,鹏华恒生ETF联接,A,指数型-股票,159271,恒生ETF鹏华,恒生,overseas,100.0,HIGH,name_underlying_issuer_v1,226,4210593.0,True
026860,华夏中证A500增强策略ETF联接A,华夏中证A500增强策略ETF联接,A,指数型-股票,159601,A50ETF华夏,A50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1138,77098203.0,True
026862,易方达恒生生物科技ETF联接发起式A,易方达恒生生物科技ETF联接发起式,A,指数型-股票,159807,科技ETF易方达,科技,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1528,68536992.0,True
026884,招商港股通科技ETF联接A,招商港股通科技ETF联接,A,指数型-股票,513990,港股通ETF招商,港股通,overseas,100.0,HIGH,name_underlying_issuer_v1,1433,24889395.5,True
026931,广发中证全指食品ETF联接A,广发中证全指食品ETF联接,A,指数型-股票,563850,食品ETF广发,食品,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,138,2238269.5,True
026954,华夏中证全指食品ETF联接A,华夏中证全指食品ETF联接,A,指数型-股票,159151,食品ETF华夏,食品,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,122,11866094.0,True
027047,景顺长城中证科创创业人工智能ETF联接A,景顺长城中证科创创业人工智能ETF联接,A,指数型-股票,159142,科创创业人工智能ETF景顺,科创创业人工智能,equity_broad,100.0,HIGH,name_underlying_issuer_v1,143,86540756.5,True
027113,易方达中证港股通医疗主题ETF联接发起式A,易方达中证港股通医疗主题ETF联接发起式,A,指数型-股票,159847,医疗ETF易方达,医疗,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1211,26561432.5,True
027144,易方达中证金融科技主题ETF联接A,易方达中证金融科技主题ETF联接,A,指数型-股票,159807,科技ETF易方达,科技,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1528,68536992.0,True
027254,兴全沪深300质量ETF联接A,兴全沪深300质量ETF联接,A,指数型-股票,563960,300质量ETF兴全,300质量,equity_broad,100.0,HIGH,name_underlying_issuer_v1,126,4801292.5,True
027434,嘉实中证新能源ETF联接A,嘉实中证新能源ETF联接,A,指数型-股票,159875,新能源ETF嘉实,新能源,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1190,112624462.0,True
027494,易方达中证电池主题ETF联接发起式A,易方达中证电池主题ETF联接发起式,A,指数型-股票,159175,电池ETF易方达,电池,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,92,38826845.0,True
027520,广发科创芯片设计ETF联接A,广发科创芯片设计ETF联接,A,指数型-股票,159801,芯片ETF广发,芯片,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1557,346936532.0,True
027596,景顺长城中证有色金属矿业主题ETF联接A,景顺长城中证有色金属矿业主题ETF联接,A,指数型-股票,560290,有色ETF景顺,有色,commodity,100.0,HIGH,name_underlying_issuer_v1,105,8938362.5,True
027604,易方达中证工程机械主题ETF联接A,易方达中证工程机械主题ETF联接,A,指数型-股票,159138,工程机械ETF易方达,工程机械,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,123,15070843.5,True
027606,易方达上证科创板芯片设计主题ETF联接A,易方达上证科创板芯片设计主题ETF联接,A,指数型-股票,516350,芯片ETF易方达,芯片,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1105,207988395.5,True
027747,易方达中证全指红利质量ETF联接发起式A,易方达中证全指红利质量ETF联接发起式,A,指数型-股票,515180,红利ETF易方达,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,1592,404295002.0,True
027858,易方达国证成长100ETF联接发起式A,易方达国证成长100ETF联接发起式,A,指数型-股票,159259,成长ETF易方达,成长,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,213,426409058.0,True
040046,华安纳斯达克100ETF联接(QDII)A,华安纳斯达克100ETF联接,A,指数型-海外股票,159632,纳斯达克ETF华安,纳斯达克,overseas,100.0,HIGH,name_underlying_issuer_v1,958,379480505.0,True
040180,华安上证180ETF联接A,华安上证180ETF联接,A,指数型-股票,510180,上证180ETF华安,上证180,equity_broad,100.0,HIGH,name_underlying_issuer_v1,4900,111678176.5,True
040190,华安上证50ETF联接A,华安上证50ETF联接,A,指数型-股票,510190,上证50ETF华安,上证50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3720,1818694.5,True
050013,博时上证超大盘ETF联接A,博时上证超大盘ETF联接,A,指数型-股票,510020,超大盘ETF博时,超大盘,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3956,3128904.0,True
050021,博时创业板ETF联接A,博时创业板ETF联接,A,指数型-股票,159908,创业板ETF博时,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3548,55048261.5,True
050024,博时上证自然资源ETF联接A,博时上证自然资源ETF联接,A,指数型-股票,510410,资源ETF博时,资源,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3446,25526521.5,True
050025,博时标普500ETF联接A,博时标普500ETF联接,A,指数型-海外股票,513500,标普500ETF博时,标普500,overseas,100.0,HIGH,name_underlying_issuer_v1,3038,368503526.0,True
070030,嘉实中创400ETF联接A,嘉实中创400ETF联接,A,指数型-股票,159918,中创400ETF嘉实,中创400,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3374,1558164.0,True
100053,富国上证指数ETF联接A,富国上证指数ETF联接,A,指数型-股票,510210,上证指数ETF富国,上证指数,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3670,593920912.5,True
110019,易方达深证100ETF联接A,易方达深证100ETF联接,A,指数型-股票,159901,深证100ETF易方达,深证100,equity_broad,100.0,HIGH,name_underlying_issuer_v1,4914,439430465.5,True
110020,易方达沪深300ETF联接A,易方达沪深300ETF联接,A,指数型-股票,510310,沪深300ETF易方达,沪深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3235,1834005135.0,True
110021,易方达上证中盘ETF联接A,易方达上证中盘ETF联接,A,指数型-股票,510130,上证中盘ETF易方达,上证中盘,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3759,3565848.5,True
110026,易方达创业板ETF联接A,易方达创业板ETF联接,A,指数型-股票,159915,创业板ETF易方达,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3544,5797278773.5,True
110031,易方达恒生国企ETF联接A,易方达恒生国企ETF联接,A,指数型-海外股票,513210,恒生ETF易方达,恒生,overseas,100.0,HIGH,name_underlying_issuer_v1,543,6396325.0,True
110032,易方达恒生国企ETF联接现汇A,易方达恒生国企ETF联接现汇,A,指数型-海外股票,513210,恒生ETF易方达,恒生,overseas,100.0,HIGH,name_underlying_issuer_v1,543,6396325.0,True
110033,易方达恒生国企ETF联接现钞A,易方达恒生国企ETF联接现钞,A,指数型-海外股票,513210,恒生ETF易方达,恒生,overseas,100.0,HIGH,name_underlying_issuer_v1,543,6396325.0,True
160119,南方中证500ETF联接(LOF)A,南方中证500ETF联接,A,指数型-股票,510500,中证500ETF南方,中证500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3239,3822136536.0,True
160224,国泰中证计算机主题ETF联接A,国泰中证计算机主题ETF联接,A,指数型-股票,512720,计算机ETF国泰,计算机,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1676,39505279.0,True
160418,华安中证银行ETF联接A,华安中证银行ETF联接,A,指数型-股票,516210,银行ETF华安,银行,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1164,11027511.0,True
160419,华安中证全指证券公司ETF联接A,华安中证全指证券公司ETF联接,A,指数型-股票,516200,证券ETF华安,证券,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1291,8825583.5,True
160422,华安创业板50ETF联接A,华安创业板50ETF联接,A,指数型-股票,159949,创业板50ETF华安,创业板50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,2424,2240017947.0,True
160516,博时证券公司ETF联接A,博时证券公司ETF联接,A,指数型-股票,159260,证券ETF博时,证券,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,171,9972189.0,True
160517,博时中证银行ETF联接A,博时中证银行ETF联接,A,指数型-股票,159253,银行ETF博时,银行,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,147,5263112.0,True
