fund_code,fund_name,share_class,role,subscription_fee_rate,redemption_fee_under_7d,redemption_fee_7d_or_more,minimum_holding_days_for_zero_redemption,confirmation_rule,redemption_arrival_rule,fee_model_scope,official_source
006663,易方达安悦超短债C,C,defensive_cash_substitute,0.0,0.015,0.0,7,T+1,up_to_T+7,monthly_or_slower_strategies_only,https://cdn.efunds.com.cn/owch/data/bulletin/20260519/%E6%98%93%E6%96%B9%E8%BE%BE%E5%AE%89%E6%82%A6%E8%B6%85%E7%9F%AD%E5%80%BA%E5%80%BA%E5%88%B8%E5%9E%8B%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%91%EF%BC%88%E6%98%93%E6%96%B9%E8%BE%BE%E5%AE%89%E6%82%A6%E8%B6%85%E7%9F%AD%E5%80%BA%E5%80%BA%E5%88%B8C%EF%BC%89%E5%9F%BA%E9%87%91%E4%BA%A7%E5%93%81%E8%B5%84%E6%96%99%E6%A6%82%E8%A6%81%E6%9B%B4%E6%96%B0.pdf?from=person
