date,close,total_return_proxy,cumulative_dividend,split_factor
2021-07-26,1.004,1.004,0.0,1.0
2021-07-27,0.948,0.948,0.0,1.0
2021-07-28,0.946,0.946,0.0,1.0
2021-07-29,1.008,1.008,0.0,1.0
2021-07-30,1.017,1.017,0.0,1.0
2021-08-02,1.023,1.023,0.0,1.0
2021-08-03,0.982,0.982,0.0,1.0
2021-08-04,1.047,1.047,0.0,1.0
2021-08-05,1.053,1.053,0.0,1.0
2021-08-06,1.07,1.07,0.0,1.0
2021-08-09,1.041,1.041,0.0,1.0
2021-08-10,1.037,1.037,0.0,1.0
2021-08-11,1.041,1.041,0.0,1.0
2021-08-12,1.039,1.039,0.0,1.0
2021-08-13,1.035,1.035,0.0,1.0
2021-08-16,0.997,0.997,0.0,1.0
2021-08-17,0.994,0.994,0.0,1.0
2021-08-18,0.988,0.988,0.0,1.0
2021-08-19,1.011,1.011,0.0,1.0
2021-08-20,1.01,1.01,0.0,1.0
2021-08-23,1.031,1.031,0.0,1.0
2021-08-24,1.058,1.058,0.0,1.0
2021-08-25,1.079,1.079,0.0,1.0
2021-08-26,1.066,1.066,0.0,1.0
2021-08-27,1.087,1.087,0.0,1.0
2021-08-30,1.125,1.125,0.0,1.0
2021-08-31,1.113,1.113,0.0,1.0
2021-09-01,1.056,1.056,0.0,1.0
2021-09-02,1.085,1.085,0.0,1.0
2021-09-03,1.056,1.056,0.0,1.0
2021-09-06,1.058,1.058,0.0,1.0
2021-09-07,1.083,1.083,0.0,1.0
2021-09-08,1.072,1.072,0.0,1.0
2021-09-09,1.07,1.07,0.0,1.0
2021-09-10,1.08,1.08,0.0,1.0
2021-09-13,1.067,1.067,0.0,1.0
2021-09-14,1.075,1.075,0.0,1.0
2021-09-15,1.099,1.099,0.0,1.0
2021-09-16,1.049,1.049,0.0,1.0
2021-09-17,1.053,1.053,0.0,1.0
2021-09-22,1.057,1.057,0.0,1.0
2021-09-23,1.058,1.058,0.0,1.0
2021-09-24,1.07,1.07,0.0,1.0
2021-09-27,1.051,1.051,0.0,1.0
2021-09-28,1.037,1.037,0.0,1.0
2021-09-29,1.021,1.021,0.0,1.0
2021-09-30,1.05,1.05,0.0,1.0
