date,close,total_return_proxy,cumulative_dividend,split_factor
2019-10-09,1.003,1.003,0.0,1.0
2019-10-10,1.008,1.008,0.0,1.0
2019-10-11,1.023,1.023,0.0,1.0
2019-10-14,1.035,1.035,0.0,1.0
2019-10-15,1.035,1.035,0.0,1.0
2019-10-16,1.031,1.031,0.0,1.0
2019-10-17,1.033,1.033,0.0,1.0
2019-10-18,1.018,1.018,0.0,1.0
2019-10-21,1.021,1.021,0.0,1.0
2019-10-22,1.02,1.02,0.0,1.0
2019-10-23,1.013,1.013,0.0,1.0
2019-10-24,1.015,1.015,0.0,1.0
2019-10-25,1.019,1.019,0.0,1.0
2019-10-28,1.023,1.023,0.0,1.0
2019-10-29,1.019,1.019,0.0,1.0
2019-10-30,1.016,1.016,0.0,1.0
2019-10-31,1.015,1.015,0.0,1.0
2019-11-01,1.032,1.032,0.0,1.0
2019-11-04,1.039,1.039,0.0,1.0
2019-11-05,1.044,1.044,0.0,1.0
2019-11-06,1.042,1.042,0.0,1.0
2019-11-07,1.044,1.044,0.0,1.0
2019-11-08,1.037,1.037,0.0,1.0
2019-11-11,1.021,1.021,0.0,1.0
2019-11-12,1.024,1.024,0.0,1.0
2019-11-13,1.023,1.023,0.0,1.0
2019-11-14,1.023,1.023,0.0,1.0
2019-11-15,1.019,1.019,0.0,1.0
2019-11-18,1.032,1.032,0.0,1.0
2019-11-19,1.038,1.038,0.0,1.0
2019-11-20,1.027,1.027,0.0,1.0
2019-11-21,1.021,1.021,0.0,1.0
2019-11-22,1.012,1.012,0.0,1.0
2019-11-25,1.021,1.021,0.0,1.0
2019-11-26,1.021,1.021,0.0,1.0
2019-11-27,1.02,1.02,0.0,1.0
2019-11-28,1.015,1.015,0.0,1.0
2019-11-29,1.002,1.002,0.0,1.0
2019-12-02,1.004,1.004,0.0,1.0
2019-12-03,1.008,1.008,0.0,1.0
2019-12-04,1.006,1.006,0.0,1.0
2019-12-05,1.012,1.012,0.0,1.0
2019-12-06,1.015,1.015,0.0,1.0
2019-12-09,1.016,1.016,0.0,1.0
2019-12-10,1.015,1.015,0.0,1.0
2019-12-11,1.02,1.02,0.0,1.0
2019-12-12,1.018,1.018,0.0,1.0
2019-12-13,1.038,1.038,0.0,1.0
2019-12-16,1.038,1.038,0.0,1.0
2019-12-17,1.046,1.046,0.0,1.0
2019-12-18,1.045,1.045,0.0,1.0
2019-12-19,1.043,1.043,0.0,1.0
2019-12-20,1.044,1.044,0.0,1.0
2019-12-23,1.033,1.033,0.0,1.0
2019-12-24,1.038,1.038,0.0,1.0
2019-12-25,1.035,1.035,0.0,1.0
2019-12-26,1.041,1.041,0.0,1.0
2019-12-27,1.046,1.046,0.0,1.0
2019-12-30,1.06,1.06,0.0,1.0
2019-12-31,1.061,1.061,0.0,1.0
2020-01-02,1.071,1.071,0.0,1.0
2020-01-03,1.068,1.068,0.0,1.0
2020-01-06,1.062,1.062,0.0,1.0
2020-01-07,1.065,1.065,0.0,1.0
2020-01-08,1.054,1.054,0.0,1.0
2020-01-09,1.064,1.064,0.0,1.0
2020-01-10,1.062,1.062,0.0,1.0
2020-01-13,1.071,1.071,0.0,1.0
2020-01-14,1.068,1.068,0.0,1.0
2020-01-15,1.061,1.061,0.0,1.0
2020-01-16,1.058,1.058,0.0,1.0
2020-01-17,1.061,1.061,0.0,1.0
2020-01-20,1.066,1.066,0.0,1.0
2020-01-21,1.05,1.05,0.0,1.0
2020-01-22,1.053,1.053,0.0,1.0
2020-01-23,1.026,1.026,0.0,1.0
2020-02-03,0.94,0.94,0.0,1.0
2020-02-04,0.98,0.98,0.0,1.0
2020-02-05,0.985,0.985,0.0,1.0
2020-02-06,0.998,0.998,0.0,1.0
2020-02-07,0.998,0.998,0.0,1.0
2020-02-10,0.999,0.999,0.0,1.0
2020-02-11,1.01,1.01,0.0,1.0
2020-02-12,1.014,1.014,0.0,1.0
2020-02-13,1.01,1.01,0.0,1.0
2020-02-14,1.018,1.018,0.0,1.0
2020-02-17,1.037,1.037,0.0,1.0
2020-02-18,1.028,1.028,0.0,1.0
2020-02-19,1.029,1.029,0.0,1.0
2020-02-20,1.046,1.046,0.0,1.0
2020-02-21,1.044,1.044,0.0,1.0
2020-02-24,1.031,1.031,0.0,1.0
2020-02-25,1.025,1.025,0.0,1.0
2020-02-26,1.023,1.023,0.0,1.0
2020-02-27,1.027,1.027,0.0,1.0
2020-02-28,0.998,0.998,0.0,1.0
2020-03-02,1.03,1.03,0.0,1.0
2020-03-03,1.033,1.033,0.0,1.0
2020-03-04,1.041,1.041,0.0,1.0
2020-03-05,1.067,1.067,0.0,1.0
2020-03-06,1.047,1.047,0.0,1.0
2020-03-09,1.015,1.015,0.0,1.0
2020-03-10,1.036,1.036,0.0,1.0
2020-03-11,1.023,1.023,0.0,1.0
2020-03-12,1.007,1.007,0.0,1.0
