date,close,total_return_proxy,cumulative_dividend,split_factor
2015-04-17,1.012,1.012,0.0,1.0
2015-04-20,0.974,0.974,0.0,1.0
2015-04-21,0.991,0.991,0.0,1.0
2015-04-22,1.018,1.018,0.0,1.0
2015-04-23,1.025,1.025,0.0,1.0
2015-04-24,0.998,0.998,0.0,1.0
2015-04-27,1.015,1.015,0.0,1.0
2015-04-28,1.02,1.02,0.0,1.0
2015-04-29,1.018,1.018,0.0,1.0
2015-04-30,1.011,1.011,0.0,1.0
2015-05-04,1.006,1.006,0.0,1.0
2015-05-05,0.97,0.97,0.0,1.0
2015-05-06,0.968,0.968,0.0,1.0
2015-05-07,0.969,0.969,0.0,1.0
2015-05-08,0.981,0.981,0.0,1.0
2015-05-11,0.993,0.993,0.0,1.0
2015-05-12,0.998,0.998,0.0,1.0
2015-05-13,0.991,0.991,0.0,1.0
2015-05-14,0.989,0.989,0.0,1.0
2015-05-15,0.974,0.974,0.0,1.0
2015-05-18,0.959,0.959,0.0,1.0
2015-05-19,0.99,0.99,0.0,1.0
2015-05-20,0.991,0.991,0.0,1.0
2015-05-21,0.987,0.987,0.0,1.0
2015-05-22,1.019,1.019,0.0,1.0
2015-05-25,1.05,1.05,0.0,1.0
2015-05-26,1.06,1.06,0.0,1.0
2015-05-27,1.054,1.054,0.0,1.0
2015-05-28,0.991,0.991,0.0,1.0
2015-05-29,0.983,0.983,0.0,1.0
2015-06-01,1.023,1.023,0.0,1.0
2015-06-02,1.023,1.023,0.0,1.0
2015-06-03,1.026,1.026,0.0,1.0
2015-06-04,1.048,1.048,0.0,1.0
2015-06-05,1.061,1.061,0.0,1.0
2015-06-08,1.109,1.109,0.0,1.0
2015-06-09,1.086,1.086,0.0,1.0
2015-06-10,1.081,1.081,0.0,1.0
2015-06-11,1.085,1.085,0.0,1.0
2015-06-12,1.09,1.09,0.0,1.0
2015-06-15,1.065,1.065,0.0,1.0
2015-06-16,1.05,1.05,0.0,1.0
2015-06-17,1.06,1.06,0.0,1.0
2015-06-18,1.016,1.016,0.0,1.0
2015-06-19,0.971,0.971,0.0,1.0
2015-06-23,0.991,0.991,0.0,1.0
2015-06-24,1.004,1.004,0.0,1.0
2015-06-25,0.987,0.987,0.0,1.0
2015-06-26,0.935,0.935,0.0,1.0
2015-06-29,0.92,0.92,0.0,1.0
2015-06-30,0.96,0.96,0.0,1.0
2015-07-01,0.924,0.924,0.0,1.0
