date,close,total_return_proxy,cumulative_dividend,split_factor
2023-07-03,0.997,0.997,0.0,1.0
2023-07-04,1.035,1.035,0.0,1.0
2023-07-05,1.012,1.012,0.0,1.0
2023-07-06,0.994,0.994,0.0,1.0
2023-07-07,0.989,0.989,0.0,1.0
2023-07-10,0.991,0.991,0.0,1.0
2023-07-11,0.996,0.996,0.0,1.0
2023-07-12,0.978,0.978,0.0,1.0
2023-07-13,1.021,1.021,0.0,1.0
2023-07-14,1.013,1.013,0.0,1.0
2023-07-17,1.004,1.004,0.0,1.0
2023-07-18,1.005,1.005,0.0,1.0
2023-07-19,0.997,0.997,0.0,1.0
2023-07-20,0.993,0.993,0.0,1.0
2023-07-21,1.011,1.011,0.0,1.0
2023-07-24,1.012,1.012,0.0,1.0
2023-07-25,1.029,1.029,0.0,1.0
2023-07-26,1.036,1.036,0.0,1.0
2023-07-27,1.044,1.044,0.0,1.0
2023-07-28,1.075,1.075,0.0,1.0
2023-07-31,1.073,1.073,0.0,1.0
2023-08-01,1.07,1.07,0.0,1.0
2023-08-02,1.034,1.034,0.0,1.0
2023-08-03,1.042,1.042,0.0,1.0
2023-08-04,1.04,1.04,0.0,1.0
2023-08-07,0.994,0.994,0.0,1.0
2023-08-08,0.99,0.99,0.0,1.0
2023-08-09,1.016,1.016,0.0,1.0
2023-08-10,1.012,1.012,0.0,1.0
2023-08-11,0.999,0.999,0.0,1.0
2023-08-14,0.99,0.99,0.0,1.0
2023-08-15,1.0,1.0,0.0,1.0
2023-08-16,0.989,0.989,0.0,1.0
2023-08-17,0.985,0.985,0.0,1.0
2023-08-18,0.952,0.952,0.0,1.0
2023-08-21,0.944,0.944,0.0,1.0
2023-08-22,0.95,0.95,0.0,1.0
2023-08-23,0.939,0.939,0.0,1.0
2023-08-24,0.973,0.973,0.0,1.0
2023-08-25,0.967,0.967,0.0,1.0
2023-08-28,0.985,0.985,0.0,1.0
2023-08-29,1.014,1.014,0.0,1.0
2023-08-30,1.0,1.0,0.0,1.0
2023-08-31,0.976,0.976,0.0,1.0
2023-09-01,0.976,0.976,0.0,1.0
2023-09-04,0.989,0.989,0.0,1.0
2023-09-05,0.981,0.981,0.0,1.0
2023-09-06,0.967,0.967,0.0,1.0
2023-09-07,0.958,0.958,0.0,1.0
2023-09-08,0.958,0.958,0.0,1.0
2023-09-11,0.986,0.986,0.0,1.0
2023-09-12,0.986,0.986,0.0,1.0
2023-09-13,0.968,0.968,0.0,1.0
2023-09-14,0.966,0.966,0.0,1.0
2023-09-15,0.982,0.982,0.0,1.0
2023-09-18,0.995,0.995,0.0,1.0
2023-09-19,0.993,0.993,0.0,1.0
2023-09-20,0.981,0.981,0.0,1.0
2023-09-21,0.955,0.955,0.0,1.0
2023-09-22,0.967,0.967,0.0,1.0
2023-09-25,0.975,0.975,0.0,1.0
2023-09-26,0.965,0.965,0.0,1.0
2023-09-27,0.989,0.989,0.0,1.0
2023-09-28,0.974,0.974,0.0,1.0
2023-10-09,0.972,0.972,0.0,1.0
2023-10-10,0.96,0.96,0.0,1.0
2023-10-11,0.995,0.995,0.0,1.0
2023-10-12,1.016,1.016,0.0,1.0
2023-10-13,1.002,1.002,0.0,1.0
2023-10-16,0.991,0.991,0.0,1.0
2023-10-17,0.997,0.997,0.0,1.0
2023-10-18,0.969,0.969,0.0,1.0
2023-10-19,0.954,0.954,0.0,1.0
2023-10-20,0.948,0.948,0.0,1.0
2023-10-23,0.943,0.943,0.0,1.0
2023-10-24,0.96,0.96,0.0,1.0
2023-10-25,0.96,0.96,0.0,1.0
2023-10-26,0.947,0.947,0.0,1.0
2023-10-27,1.004,1.004,0.0,1.0
2023-10-30,1.042,1.042,0.0,1.0
2023-10-31,1.03,1.03,0.0,1.0
2023-11-01,1.031,1.031,0.0,1.0
2023-11-02,1.03,1.03,0.0,1.0
2023-11-03,1.049,1.049,0.0,1.0
2023-11-06,1.097,1.097,0.0,1.0
2023-11-07,1.079,1.079,0.0,1.0
2023-11-08,1.088,1.088,0.0,1.0
2023-11-09,1.078,1.078,0.0,1.0
2023-11-10,1.06,1.06,0.0,1.0
2023-11-13,1.053,1.053,0.0,1.0
2023-11-14,1.063,1.063,0.0,1.0
2023-11-15,1.077,1.077,0.0,1.0
2023-11-16,1.055,1.055,0.0,1.0
2023-11-17,1.058,1.058,0.0,1.0
2023-11-20,1.059,1.059,0.0,1.0
2023-11-21,1.05,1.05,0.0,1.0
2023-11-22,1.031,1.031,0.0,1.0
2023-11-23,1.048,1.048,0.0,1.0
2023-11-24,1.038,1.038,0.0,1.0
2023-11-27,1.04,1.04,0.0,1.0
2023-11-28,1.056,1.056,0.0,1.0
2023-11-29,1.025,1.025,0.0,1.0
2023-11-30,1.03,1.03,0.0,1.0
2023-12-01,1.028,1.028,0.0,1.0
2023-12-04,0.966,0.966,0.0,1.0
2023-12-05,0.945,0.945,0.0,1.0
2023-12-06,0.951,0.951,0.0,1.0
2023-12-07,0.939,0.939,0.0,1.0
2023-12-08,0.937,0.937,0.0,1.0
2023-12-11,0.928,0.928,0.0,1.0
2023-12-12,0.932,0.932,0.0,1.0
2023-12-13,0.926,0.926,0.0,1.0
2023-12-14,0.951,0.951,0.0,1.0
2023-12-15,0.954,0.954,0.0,1.0
2023-12-18,0.934,0.934,0.0,1.0
2023-12-19,0.926,0.926,0.0,1.0
2023-12-20,0.925,0.925,0.0,1.0
2023-12-21,0.91,0.91,0.0,1.0
2023-12-22,0.896,0.896,0.0,1.0
2023-12-25,0.9,0.9,0.0,1.0
2023-12-26,0.891,0.891,0.0,1.0
2023-12-27,0.92,0.92,0.0,1.0
2023-12-28,0.954,0.954,0.0,1.0
2023-12-29,0.956,0.956,0.0,1.0
2024-01-02,0.932,0.932,0.0,1.0
2024-01-03,0.921,0.921,0.0,1.0
2024-01-04,0.924,0.924,0.0,1.0
2024-01-05,0.894,0.894,0.0,1.0
2024-01-08,0.868,0.868,0.0,1.0
2024-01-09,0.885,0.885,0.0,1.0
2024-01-10,0.896,0.896,0.0,1.0
2024-01-11,0.905,0.905,0.0,1.0
2024-01-12,0.888,0.888,0.0,1.0
2024-01-15,0.889,0.889,0.0,1.0
2024-01-16,0.877,0.877,0.0,1.0
2024-01-17,0.833,0.833,0.0,1.0
2024-01-18,0.847,0.847,0.0,1.0
2024-01-19,0.811,0.811,0.0,1.0
2024-01-22,0.775,0.775,0.0,1.0
2024-01-23,0.795,0.795,0.0,1.0
2024-01-24,0.803,0.803,0.0,1.0
2024-01-25,0.824,0.824,0.0,1.0
2024-01-26,0.777,0.777,0.0,1.0
2024-01-29,0.776,0.776,0.0,1.0
2024-01-30,0.76,0.76,0.0,1.0
2024-01-31,0.73,0.73,0.0,1.0
2024-02-01,0.747,0.747,0.0,1.0
2024-02-02,0.713,0.713,0.0,1.0
2024-02-05,0.71,0.71,0.0,1.0
2024-02-06,0.757,0.757,0.0,1.0
2024-02-07,0.759,0.759,0.0,1.0
2024-02-08,0.75,0.75,0.0,1.0
2024-02-19,0.766,0.766,0.0,1.0
2024-02-20,0.777,0.777,0.0,1.0
2024-02-21,0.796,0.796,0.0,1.0
2024-02-22,0.8,0.8,0.0,1.0
