date,close,total_return_proxy,cumulative_dividend,split_factor
2026-02-02,0.975,0.975,0.0,1.0
2026-02-03,0.996,0.996,0.0,1.0
2026-02-04,0.993,0.993,0.0,1.0
2026-02-05,0.976,0.976,0.0,1.0
2026-02-06,0.969,0.969,0.0,1.0
2026-02-09,1.0,1.0,0.0,1.0
2026-02-10,0.995,0.995,0.0,1.0
2026-02-11,0.984,0.984,0.0,1.0
2026-02-12,0.999,0.999,0.0,1.0
2026-02-13,0.984,0.984,0.0,1.0
2026-02-24,0.992,0.992,0.0,1.0
2026-02-25,1.004,1.004,0.0,1.0
2026-02-26,1.001,1.001,0.0,1.0
2026-02-27,0.993,0.993,0.0,1.0
2026-03-02,0.989,0.989,0.0,1.0
2026-03-03,0.962,0.962,0.0,1.0
2026-03-04,0.95,0.95,0.0,1.0
2026-03-05,0.965,0.965,0.0,1.0
2026-03-06,0.968,0.968,0.0,1.0
2026-03-09,0.965,0.965,0.0,1.0
2026-03-10,0.99,0.99,0.0,1.0
2026-03-11,1.003,1.003,0.0,1.0
2026-03-12,0.994,0.994,0.0,1.0
2026-03-13,0.992,0.992,0.0,1.0
2026-03-16,1.005,1.005,0.0,1.0
2026-03-17,0.991,0.991,0.0,1.0
2026-03-18,1.003,1.003,0.0,1.0
2026-03-19,0.994,0.994,0.0,1.0
2026-03-20,1.009,1.009,0.0,1.0
2026-03-23,0.99,0.99,0.0,1.0
2026-03-24,0.974,0.974,0.0,1.0
2026-03-25,0.994,0.994,0.0,1.0
2026-03-26,0.985,0.985,0.0,1.0
2026-03-27,0.986,0.986,0.0,1.0
2026-03-30,0.98,0.98,0.0,1.0
2026-03-31,0.972,0.972,0.0,1.0
2026-04-01,0.973,0.973,0.0,1.0
2026-04-02,0.955,0.955,0.0,1.0
2026-04-03,0.953,0.953,0.0,1.0
2026-04-07,0.946,0.946,0.0,1.0
2026-04-08,1.002,1.002,0.0,1.0
2026-04-09,0.995,0.995,0.0,1.0
2026-04-10,1.029,1.029,0.0,1.0
2026-04-13,1.041,1.041,0.0,1.0
2026-04-14,1.069,1.069,0.0,1.0
2026-04-15,1.055,1.055,0.0,1.0
2026-04-16,1.089,1.089,0.0,1.0
2026-04-17,1.101,1.101,0.0,1.0
2026-04-20,1.101,1.101,0.0,1.0
2026-04-21,1.106,1.106,0.0,1.0
2026-04-22,1.128,1.128,0.0,1.0
2026-04-23,1.119,1.119,0.0,1.0
2026-04-24,1.102,1.102,0.0,1.0
2026-04-27,1.098,1.098,0.0,1.0
2026-04-28,1.079,1.079,0.0,1.0
2026-04-29,1.108,1.108,0.0,1.0
2026-04-30,1.108,1.108,0.0,1.0
2026-05-06,1.135,1.135,0.0,1.0
2026-05-07,1.155,1.155,0.0,1.0
2026-05-08,1.141,1.141,0.0,1.0
2026-05-11,1.181,1.181,0.0,1.0
2026-05-12,1.181,1.181,0.0,1.0
2026-05-13,1.212,1.212,0.0,1.0
2026-05-14,1.192,1.192,0.0,1.0
2026-05-15,1.18,1.18,0.0,1.0
2026-05-18,1.177,1.177,0.0,1.0
2026-05-19,1.177,1.177,0.0,1.0
2026-05-20,1.178,1.178,0.0,1.0
2026-05-21,1.157,1.157,0.0,1.0
2026-05-22,1.184,1.184,0.0,1.0
2026-05-25,1.205,1.205,0.0,1.0
2026-05-26,1.215,1.215,0.0,1.0
2026-05-27,1.21,1.21,0.0,1.0
2026-05-28,1.244,1.244,0.0,1.0
2026-05-29,1.215,1.215,0.0,1.0
2026-06-01,1.189,1.189,0.0,1.0
2026-06-02,1.221,1.221,0.0,1.0
2026-06-03,1.238,1.238,0.0,1.0
2026-06-04,1.228,1.228,0.0,1.0
2026-06-05,1.193,1.193,0.0,1.0
2026-06-08,1.15,1.15,0.0,1.0
2026-06-09,1.189,1.189,0.0,1.0
2026-06-10,1.161,1.161,0.0,1.0
2026-06-11,1.148,1.148,0.0,1.0
2026-06-12,1.153,1.153,0.0,1.0
2026-06-15,1.218,1.218,0.0,1.0
2026-06-16,1.231,1.231,0.0,1.0
2026-06-17,1.255,1.255,0.0,1.0
2026-06-18,1.278,1.278,0.0,1.0
2026-06-22,1.31,1.31,0.0,1.0
2026-06-23,1.259,1.259,0.0,1.0
2026-06-24,1.276,1.276,0.0,1.0
2026-06-25,1.312,1.312,0.0,1.0
2026-06-26,1.262,1.262,0.0,1.0
2026-06-29,1.267,1.267,0.0,1.0
2026-06-30,1.302,1.302,0.0,1.0
2026-07-01,1.281,1.281,0.0,1.0
2026-07-02,1.207,1.207,0.0,1.0
2026-07-03,1.213,1.213,0.0,1.0
2026-07-06,1.185,1.185,0.0,1.0
2026-07-07,1.177,1.177,0.0,1.0
2026-07-08,1.157,1.157,0.0,1.0
2026-07-09,1.214,1.214,0.0,1.0
2026-07-10,1.163,1.163,0.0,1.0
2026-07-13,1.121,1.121,0.0,1.0
2026-07-14,1.16,1.16,0.0,1.0
2026-07-15,1.145,1.145,0.0,1.0
2026-07-16,1.117,1.117,0.0,1.0
2026-07-17,1.05,1.05,0.0,1.0
