date,close,total_return_proxy,cumulative_dividend,split_factor
2025-08-25,1.033,1.033,0.0,1.0
2025-08-26,1.025,1.025,0.0,1.0
2025-08-27,1.019,1.019,0.0,1.0
2025-08-28,1.019,1.019,0.0,1.0
2025-08-29,1.017,1.017,0.0,1.0
2025-09-01,1.028,1.028,0.0,1.0
2025-09-02,1.011,1.011,0.0,1.0
2025-09-03,1.003,1.003,0.0,1.0
2025-09-04,0.978,0.978,0.0,1.0
2025-09-05,1.002,1.002,0.0,1.0
2025-09-08,1.009,1.009,0.0,1.0
2025-09-09,1.016,1.016,0.0,1.0
2025-09-10,1.026,1.026,0.0,1.0
2025-09-11,1.033,1.033,0.0,1.0
2025-09-12,1.049,1.049,0.0,1.0
2025-09-15,1.053,1.053,0.0,1.0
2025-09-16,1.064,1.064,0.0,1.0
2025-09-17,1.104,1.104,0.0,1.0
2025-09-18,1.089,1.089,0.0,1.0
2025-09-19,1.093,1.093,0.0,1.0
2025-09-22,1.101,1.101,0.0,1.0
2025-09-23,1.086,1.086,0.0,1.0
2025-09-24,1.119,1.119,0.0,1.0
2025-09-25,1.135,1.135,0.0,1.0
2025-09-26,1.108,1.108,0.0,1.0
2025-09-29,1.116,1.116,0.0,1.0
2025-09-30,1.141,1.141,0.0,1.0
2025-10-09,1.148,1.148,0.0,1.0
2025-10-10,1.109,1.109,0.0,1.0
2025-10-13,1.082,1.082,0.0,1.0
2025-10-14,1.044,1.044,0.0,1.0
2025-10-15,1.069,1.069,0.0,1.0
2025-10-16,1.055,1.055,0.0,1.0
2025-10-17,1.014,1.014,0.0,1.0
2025-10-20,1.036,1.036,0.0,1.0
2025-10-21,1.064,1.064,0.0,1.0
2025-10-22,1.043,1.043,0.0,1.0
2025-10-23,1.05,1.05,0.0,1.0
2025-10-24,1.063,1.063,0.0,1.0
2025-10-27,1.089,1.089,0.0,1.0
2025-10-28,1.075,1.075,0.0,1.0
2025-10-29,1.085,1.085,0.0,1.0
2025-10-30,1.063,1.063,0.0,1.0
2025-10-31,1.051,1.051,0.0,1.0
2025-11-03,1.048,1.048,0.0,1.0
2025-11-04,1.028,1.028,0.0,1.0
2025-11-05,1.017,1.017,0.0,1.0
2025-11-06,1.039,1.039,0.0,1.0
2025-11-07,1.019,1.019,0.0,1.0
2025-11-10,1.028,1.028,0.0,1.0
2025-11-11,1.019,1.019,0.0,1.0
2025-11-12,1.022,1.022,0.0,1.0
2025-11-13,1.032,1.032,0.0,1.0
2025-11-14,1.006,1.006,0.0,1.0
2025-11-17,0.993,0.993,0.0,1.0
2025-11-18,0.98,0.98,0.0,1.0
2025-11-19,0.97,0.97,0.0,1.0
2025-11-20,0.959,0.959,0.0,1.0
2025-11-21,0.94,0.94,0.0,1.0
2025-11-24,0.956,0.956,0.0,1.0
2025-11-25,0.967,0.967,0.0,1.0
2025-11-26,0.973,0.973,0.0,1.0
2025-11-27,0.965,0.965,0.0,1.0
2025-11-28,0.968,0.968,0.0,1.0
2025-12-01,0.971,0.971,0.0,1.0
2025-12-02,0.968,0.968,0.0,1.0
2025-12-03,0.952,0.952,0.0,1.0
2025-12-04,0.966,0.966,0.0,1.0
2025-12-05,0.974,0.974,0.0,1.0
2025-12-08,0.976,0.976,0.0,1.0
2025-12-09,0.962,0.962,0.0,1.0
2025-12-10,0.966,0.966,0.0,1.0
2025-12-11,0.959,0.959,0.0,1.0
2025-12-12,0.972,0.972,0.0,1.0
2025-12-15,0.951,0.951,0.0,1.0
2025-12-16,0.93,0.93,0.0,1.0
2025-12-17,0.937,0.937,0.0,1.0
2025-12-18,0.926,0.926,0.0,1.0
2025-12-19,0.942,0.942,0.0,1.0
2025-12-22,0.947,0.947,0.0,1.0
2025-12-23,0.938,0.938,0.0,1.0
2025-12-24,0.939,0.939,0.0,1.0
2025-12-25,0.94,0.94,0.0,1.0
2025-12-26,0.943,0.943,0.0,1.0
2025-12-29,0.936,0.936,0.0,1.0
2025-12-30,0.943,0.943,0.0,1.0
2025-12-31,0.935,0.935,0.0,1.0
2026-01-05,0.973,0.973,0.0,1.0
2026-01-06,0.983,0.983,0.0,1.0
2026-01-07,0.967,0.967,0.0,1.0
2026-01-08,0.958,0.958,0.0,1.0
2026-01-09,0.967,0.967,0.0,1.0
2026-01-12,0.994,0.994,0.0,1.0
2026-01-13,0.997,0.997,0.0,1.0
2026-01-14,1.008,1.008,0.0,1.0
2026-01-15,1.002,1.002,0.0,1.0
2026-01-16,1.002,1.002,0.0,1.0
2026-01-19,0.985,0.985,0.0,1.0
2026-01-20,0.971,0.971,0.0,1.0
2026-01-21,0.977,0.977,0.0,1.0
2026-01-22,0.98,0.98,0.0,1.0
2026-01-23,0.991,0.991,0.0,1.0
2026-01-26,0.977,0.977,0.0,1.0
2026-01-27,0.993,0.993,0.0,1.0
2026-01-28,1.012,1.012,0.0,1.0
2026-01-29,1.003,1.003,0.0,1.0
2026-01-30,0.988,0.988,0.0,1.0
