date,close,total_return_proxy,cumulative_dividend,split_factor
2021-12-02,0.987,0.987,0.0,1.0
2021-12-03,0.992,0.992,0.0,1.0
2021-12-06,0.975,0.975,0.0,1.0
2021-12-07,0.963,0.963,0.0,1.0
2021-12-08,0.975,0.975,0.0,1.0
2021-12-09,0.992,0.992,0.0,1.0
2021-12-10,0.99,0.99,0.0,1.0
2021-12-13,0.996,0.996,0.0,1.0
2021-12-14,0.994,0.994,0.0,1.0
2021-12-15,0.984,0.984,0.0,1.0
2021-12-16,0.987,0.987,0.0,1.0
2021-12-17,0.975,0.975,0.0,1.0
2021-12-20,0.949,0.949,0.0,1.0
2021-12-21,0.953,0.953,0.0,1.0
2021-12-22,0.953,0.953,0.0,1.0
2021-12-23,0.954,0.954,0.0,1.0
2021-12-24,0.936,0.936,0.0,1.0
2021-12-27,0.936,0.936,0.0,1.0
2021-12-28,0.947,0.947,0.0,1.0
2021-12-29,0.936,0.936,0.0,1.0
2021-12-30,0.965,0.965,0.0,1.0
2021-12-31,0.945,0.945,0.0,1.0
2022-01-04,0.914,0.914,0.0,1.0
2022-01-05,0.887,0.887,0.0,1.0
2022-01-06,0.885,0.885,0.0,1.0
2022-01-07,0.874,0.874,0.0,1.0
2022-01-10,0.88,0.88,0.0,1.0
2022-01-11,0.878,0.878,0.0,1.0
2022-01-12,0.885,0.885,0.0,1.0
2022-01-13,0.875,0.875,0.0,1.0
2022-01-14,0.884,0.884,0.0,1.0
2022-01-17,0.893,0.893,0.0,1.0
2022-01-18,0.893,0.893,0.0,1.0
2022-01-19,0.874,0.874,0.0,1.0
2022-01-20,0.872,0.872,0.0,1.0
2022-01-21,0.866,0.866,0.0,1.0
2022-01-24,0.873,0.873,0.0,1.0
2022-01-25,0.858,0.858,0.0,1.0
2022-01-26,0.859,0.859,0.0,1.0
2022-01-27,0.83,0.83,0.0,1.0
2022-01-28,0.837,0.837,0.0,1.0
2022-02-07,0.827,0.827,0.0,1.0
2022-02-08,0.802,0.802,0.0,1.0
2022-02-09,0.809,0.809,0.0,1.0
2022-02-10,0.792,0.792,0.0,1.0
2022-02-11,0.778,0.778,0.0,1.0
2022-02-14,0.781,0.781,0.0,1.0
2022-02-15,0.799,0.799,0.0,1.0
2022-02-16,0.803,0.803,0.0,1.0
2022-02-17,0.806,0.806,0.0,1.0
2022-02-18,0.804,0.804,0.0,1.0
2022-02-21,0.8,0.8,0.0,1.0
2022-02-22,0.793,0.793,0.0,1.0
2022-02-23,0.817,0.817,0.0,1.0
2022-02-24,0.805,0.805,0.0,1.0
2022-02-25,0.822,0.822,0.0,1.0
2022-02-28,0.827,0.827,0.0,1.0
2022-03-01,0.828,0.828,0.0,1.0
2022-03-02,0.814,0.814,0.0,1.0
2022-03-03,0.805,0.805,0.0,1.0
2022-03-04,0.793,0.793,0.0,1.0
2022-03-07,0.765,0.765,0.0,1.0
2022-03-08,0.764,0.764,0.0,1.0
2022-03-09,0.743,0.743,0.0,1.0
2022-03-10,0.762,0.762,0.0,1.0
2022-03-11,0.78,0.78,0.0,1.0
2022-03-14,0.749,0.749,0.0,1.0
2022-03-15,0.735,0.735,0.0,1.0
2022-03-16,0.764,0.764,0.0,1.0
2022-03-17,0.777,0.777,0.0,1.0
2022-03-18,0.783,0.783,0.0,1.0
2022-03-21,0.79,0.79,0.0,1.0
2022-03-22,0.775,0.775,0.0,1.0
2022-03-23,0.781,0.781,0.0,1.0
2022-03-24,0.782,0.782,0.0,1.0
2022-03-25,0.758,0.758,0.0,1.0
2022-03-28,0.744,0.744,0.0,1.0
2022-03-29,0.744,0.744,0.0,1.0
2022-03-30,0.766,0.766,0.0,1.0
2022-03-31,0.754,0.754,0.0,1.0
2022-04-01,0.753,0.753,0.0,1.0
2022-04-06,0.743,0.743,0.0,1.0
2022-04-07,0.73,0.73,0.0,1.0
