signal_date,execution_date,selected,selected_count
2024-07-26,2024-07-29,"511880,515300,513500,159611,513650,512800,159501,515450,159937,159934",10
2024-08-02,2024-08-05,"511880,159937,159934,518880,512800,515300,513650,513500,159611,513300",10
2024-08-09,2024-08-12,"511880,159611,512800,159937,159934,518880,515300,513650,513500,513300",10
2024-08-16,2024-08-19,"511880,518800,159937,159934,159611,512800,513500,513650,513300,515300",10
2024-08-23,2024-08-26,"511880,512800,518800,159934,159937,513500,513650,513300,515300,513520",10
2024-08-30,2024-09-02,"511880,518800,159937,159934,513650,513500,512800,513520,159509,515300",10
2024-09-06,2024-09-09,"511880,518800,159934,159937,513500,513650,512800,159687,513300,515300",10
2024-09-13,2024-09-18,"511880,159934,518800,159937,513500,513650,513300,513520,512800",9
2024-09-20,2024-09-23,"511880,159934,518800,159937,513650,513500,513120,512070,513520",9
2024-09-27,2024-09-30,"511880,159934,159937,518880,512070,513120,513020,159636,512880,159919",10
2024-09-30,2024-10-08,"511880,159934,518800,159937,512070,513120,159636,512000,513020,159919",10
2024-10-11,2024-10-14,"511880,513090,159934,518800,518880,512070,159636,513980,513020,510100",10
2024-10-18,2024-10-21,"513090,159934,518850,159937,511880,512880,159636,513980,513650,588290",10
2024-10-25,2024-10-28,"518850,159934,518880,513090,511880,159636,512880,513020,513980,563300",10
2024-11-01,2024-11-04,"518800,518880,518850,511880,513090,159636,512070,513020,513980,510500",10
2024-11-08,2024-11-11,"513090,512070,511880,159636,513020,510500,513980,159922,512500,518800",10
2024-11-15,2024-11-18,"511880,513090,588290,513020,588200,159852,159636,513160,159682,515450",10
2024-11-22,2024-11-25,"511880,513090,159636,588200,588290,159852,513020,159682,513160,518850",10
2024-11-29,2024-12-02,"511880,513090,588200,588290,159852,563300,159636,513020,513160,515450",10
2024-12-06,2024-12-09,"511880,513090,512880,513300,513390,159501,588290,588200,510310,515450",10
2024-12-13,2024-12-16,"511880,513090,513500,588200,588290,512880,513650,513300,563300,561580",10
2024-12-20,2024-12-23,"511880,513090,588200,588290,512480,588000,515300,561580,513160,515100",10
2024-12-27,2024-12-30,"511880,588060,588290,588090,159801,159995,561580,513190,513160,515300",10
2025-01-03,2025-01-06,"511880,159937,518660,159934,513500,159941,513390,513090,588290,588200",10
2025-01-10,2025-01-13,"511880,518850,159937,518660,513090,588200,588290,513390,159941,159513",10
2025-01-17,2025-01-20,"511880,159937,518850,159934,513500,513650,159941,513090,512800,515450",10
2025-01-24,2025-01-27,"511880,513650,518850,159934,518800,513500,159941,562500,512800,588290",10
2025-01-27,2025-02-05,"511880,518800,518850,159934,513500,513650,159513,512800,513090,515450",10
2025-02-07,2025-02-10,"511880,513500,513650,513190,518660,518850,518800,515980,159819,588290",10
2025-02-14,2025-02-17,"511880,159636,513190,518660,518850,159920,518800,513050,159869,588290",10
2025-02-21,2025-02-24,"511880,159636,513020,513980,513090,159530,518660,518800,518850,588290",10
2025-02-28,2025-03-03,"511880,513020,159636,513980,512800,588290,588200,518660,518800,518850",10
2025-03-07,2025-03-10,"511880,159636,513020,513980,518800,518850,159937,512800,588200,588290",10
2025-03-14,2025-03-17,"511880,518800,518880,518850,513020,159636,513980,512800,588290,588200",10
2025-03-21,2025-03-24,"511880,518850,518800,518880,513020,159636,513980,588290,588200,512800",10
2025-03-28,2025-03-31,"511880,518850,518800,518880,513020,159636,513980,510500,588200,512100",10
2025-04-03,2025-04-07,"511880,518850,159937,518800,513020,159636,513980,513050,562500,588200",10
2025-04-11,2025-04-14,"511880,518880,518850,159937,159636,513020,513980,561980,588290,588200",10
2025-04-18,2025-04-21,"511880,518880,518850,159937,512800,513020,159636,513980,513050,588290",10
2025-04-25,2025-04-28,"511880,159937,518800,518850,512800,159567,159570,159892,513050,563020",10
2025-04-30,2025-05-06,"511880,159937,518880,518800,159567,159570,159892,588290,588200,513050",10
2025-05-09,2025-05-12,"511880,513690,513630,513190,518800,518850,159937,512800,515450,512890",10
2025-05-16,2025-05-19,"511880,513690,513190,513630,512800,515450,563020,159937,518800,512890",10
2025-05-23,2025-05-26,"511880,513690,513190,512800,513630,515450,518800,518850,159937,515300",10
2025-05-30,2025-06-03,"511880,513690,513630,513190,159937,159934,518660,512800,515450,515300",10
2025-06-06,2025-06-09,"511880,512800,513920,159567,159937,159934,518660,513190,563020,512890",10
2025-06-13,2025-06-16,"511880,518660,159934,518800,513630,159567,513120,512800,563020,512890",10
2025-06-20,2025-06-23,"511880,518660,518850,159934,512800,563020,512890,513190,513690,513630",10
2025-06-27,2025-06-30,"511880,518850,159934,518660,512800,513630,513190,513910,563020,512890",10
2025-07-04,2025-07-07,"511880,513390,159513,159659,563020,518850,159307,159812,159934,512800",10
2025-07-11,2025-07-14,"511880,159307,510210,159892,561580,513630,513910,563020,512800,513090",10
2025-07-18,2025-07-21,"159892,513120,513060,511880,510210,515120,159992,159633,563300,512040",10
2025-07-25,2025-07-28,"513630,159892,510210,513090,513120,511880,159919,510310,512070,512040",10
2025-08-01,2025-08-04,"511880,159570,513120,159892,513090,510210,515120,563300,159633,561580",10
2025-08-08,2025-08-11,"511880,159570,159567,513120,513090,563300,512100,510210,515880,518850",10
2025-08-15,2025-08-18,"511880,159570,513090,159567,159892,515880,510210,512100,560010,560860",10
2025-08-22,2025-08-25,"511880,513090,515880,513750,510210,159570,159567,560860,512400,560010",10
2025-08-29,2025-09-01,"511880,515050,515880,159949,159682,560860,159758,513750,512400,159915",10
2025-09-05,2025-09-08,"511880,515880,513090,513120,159567,159682,159949,159892,159915,560860",10
2025-09-12,2025-09-15,"513090,511880,159691,513750,513120,562800,518800,512400,518850,159682",10
2025-09-19,2025-09-22,"511880,513110,159509,513650,513090,515880,159682,159781,159949,159758",10
2025-09-26,2025-09-29,"513500,513110,513650,511880,159796,159781,159783,510210,515980,512400",10
2025-09-30,2025-10-09,"513110,159659,159501,159796,159781,159783,159566,511880,588200,512400",10
2025-10-10,2025-10-13,"159509,159659,513110,515880,515980,515050,159783,588200,588290,560860",10
2025-10-17,2025-10-20,"515880,511880,515050,159783,159509,159781,518850,159937,159934,159682",10
2025-10-24,2025-10-27,"515880,159509,515980,515050,159783,159781,159682,159501,513100,560860",10
2025-10-31,2025-11-03,"159509,513310,511880,515880,159501,512040,159783,159682,159949,513100",10
2025-11-07,2025-11-10,"511880,159796,159755,159682,159783,513630,159781,516650,159880,561580",10
2025-11-14,2025-11-17,"511880,159796,159755,512040,516650,159880,159690,561580,513920,159682",10
2025-11-21,2025-11-24,"511880,159783,159502,515880,518850,518660,159934,159781,515980,159682",10
2025-11-28,2025-12-01,"511880,518850,518660,159937,159502,159796,515880,159682,159949,159783",10
2025-12-05,2025-12-08,"511880,159783,518850,513310,515880,518800,518660,159502,159781,588290",10
2025-12-12,2025-12-15,"511880,518850,518660,159934,159502,159783,515880,560780,510100,159781",10
2025-12-19,2025-12-22,"511880,159937,518850,518660,510100,562800,159509,515880,512040,159502",10
2025-12-26,2025-12-29,"511880,518850,159937,518660,562800,510100,159870,159502,159509,513500",10
2025-12-31,2026-01-05,"511880,159690,516650,560860,510100,515880,562800,159363,159509,510210",10
2026-01-09,2026-01-12,"511880,159363,560860,515880,516650,159690,159870,510100,588800,512040",10
2026-01-16,2026-01-19,"511880,560860,159690,159881,515880,562800,588800,512040,510500,588220",10
2026-01-23,2026-01-26,"511880,560860,159690,159881,159870,512040,510500,562800,512500,563300",10
2026-01-30,2026-02-02,"511880,159870,515880,512040,159363,159690,159562,560860,159682,510500",10
2026-02-06,2026-02-09,"511880,515880,515050,159682,159363,159915,560860,512040,159690,159880",10
2026-02-13,2026-02-24,"511880,561980,159558,159363,588800,588290,512040,560860,159690,159880",10
2026-02-27,2026-03-02,"511880,159326,513310,159363,563300,159922,512040,159309,560860,159690",10
2026-03-06,2026-03-09,"511880,159326,513310,512040,159309,560860,159690,510500,159922,563300",10
2026-03-13,2026-03-16,"511880,159326,159201,510170,512040,159880,518850,510500,512500,159922",10
2026-03-20,2026-03-23,"511880,513310,515790,512040,159363,510170,513690,159309,561760,510500",10
2026-03-27,2026-03-30,"511880,513310,513350,515790,510170,159309,513690,512040,159363,510880",10
2026-04-03,2026-04-07,"511880,159309,561760,561570,159326,513310,513690,561580,510880,159363",10
2026-04-10,2026-04-13,"511880,159309,561570,561760,159326,515880,513690,159381,159363,561580",10
2026-04-17,2026-04-20,"511880,515880,159309,561760,159326,159967,159381,159363,510170,513690",10
2026-04-24,2026-04-27,"511880,561570,159309,561760,515880,513690,515050,159363,159381,510880",10
2026-04-30,2026-05-06,"511880,561570,159309,561760,515880,515050,510880,513690,159783,159967",10
2026-05-08,2026-05-11,"511880,515880,159309,515050,561570,561760,159783,159967,159781,159207",10
2026-05-15,2026-05-18,"511880,515880,515050,159783,588170,159781,561760,159309,561570,588910",10
2026-05-22,2026-05-25,"511880,515050,515880,159783,159781,159967,159509,513100,159513,561760",10
2026-05-29,2026-06-01,"511880,515050,515880,159967,159781,159783,159501,159509,513100,588910",10
2026-06-05,2026-06-08,"511880,515880,515050,159363,159381,159967,159509,159501,513390,159980",10
2026-06-12,2026-06-15,"511880,515050,515880,588170,159381,159967,159509,159501,159513,159980",10
2026-06-18,2026-06-22,"511880,515050,515880,588170,588710,588200,159509,588910,159501,159513",10
2026-06-26,2026-06-29,"511880,588170,588710,562590,159558,588750,588910,159502,159509,159501",10
2026-07-03,2026-07-06,"511880,560780,159558,588170,588710,588200,159502,588910,159501,159509",10
2026-07-10,2026-07-13,"511880,588170,560780,588710,562590,588290,159501,159509,159502,588910",10
