signal_date,execution_date,selected,selected_count
2020-11-06,2020-11-09,"511880,512690,159905,159919,159901",5
2020-11-13,2020-11-16,"511880,512690,159919,159905,159901",5
2020-11-20,2020-11-23,"511880,159905,512690,159919,159901",5
2020-11-27,2020-11-30,"511880,159905,159919,510100,512690",5
2020-12-04,2020-12-07,"511880,159905,159919,510100,512690",5
2020-12-11,2020-12-14,"511880,512690,159919,159905,159901",5
2020-12-18,2020-12-21,"511880,512690,159905,159967,159949",5
2020-12-25,2020-12-28,"511880,512690,159905,159967,159901",5
2020-12-31,2021-01-04,"511880,512690,159905,159967,159901",5
2021-01-08,2021-01-11,"511880,512690,159905,159919,159901",5
2021-01-15,2021-01-18,"511880,512690,159967,159919,159905",5
2021-01-22,2021-01-25,"511880,159967,159949,159920,512690",5
2021-01-29,2021-02-01,"511880,512690,159967,510100,159980",5
2021-02-05,2021-02-08,"511880,512690,159967,159949,159905",5
2021-02-10,2021-02-18,"511880,512690,159967,159949,159905",5
2021-02-19,2021-02-22,"511880,510100,512690,510050,159905",5
2021-02-26,2021-03-01,"511880,159980,159967,159949,159905",5
2021-03-05,2021-03-08,"511880,159980,512400,512690,159967",5
2021-03-12,2021-03-15,"511880,513500,512800,512400,159980",5
2021-03-19,2021-03-22,"511880,515080,513500,515220,512400",5
2021-03-26,2021-03-29,"511880,513500,159980,515080,512800",5
2021-04-02,2021-04-06,"511880,513500,159980,515080,515180",5
2021-04-09,2021-04-12,"511880,513500,159980,515080,515180",5
2021-04-16,2021-04-19,"511880,513500,159980,515080,515180",5
2021-04-23,2021-04-26,"511880,513500,515080,159980,515180",5
2021-04-30,2021-05-06,"511880,513500,515180,515080,159980",5
2021-05-07,2021-05-10,"511880,513500,515080,515180,159980",5
2021-05-14,2021-05-17,"511880,515080,515180,159980,513500",5
2021-05-21,2021-05-24,"511880,515080,513500,515180,159967",5
2021-05-28,2021-05-31,"511880,515080,515180,513500,159967",5
2021-06-04,2021-06-07,"511880,515080,159967,159949,515180",5
2021-06-11,2021-06-15,"511880,159967,515080,159949,515180",5
2021-06-18,2021-06-21,"511880,513500,515080,159967,515220",5
2021-06-25,2021-06-28,"511880,515080,515180,515220,159967",5
2021-07-02,2021-07-05,"511880,515080,515180,513500,159949",5
2021-07-09,2021-07-12,"511880,515080,159949,159967,515180",5
2021-07-16,2021-07-19,"511880,515080,512500,159922,513100",5
2021-07-23,2021-07-26,"511880,513500,515080,513100,512100",5
2021-07-30,2021-08-02,"511880,513500,159813,513100,159980",5
2021-08-06,2021-08-09,"511880,513500,513100,159813,512100",5
2021-08-13,2021-08-16,"511880,513500,513100,515220,512100",5
2021-08-20,2021-08-23,"511880,513500,159941,515220,512100",5
2021-08-27,2021-08-30,"511880,159941,513100,512400,515220",5
2021-09-03,2021-09-06,"511880,159941,513100,515220,515080",5
2021-09-10,2021-09-13,"511880,512400,515220,159922,515080",5
2021-09-17,2021-09-22,"511880,159941,513100,515220,512400",5
2021-09-24,2021-09-27,"511880,510170,159922,512400,512500",5
2021-09-30,2021-10-08,"511880,515220,510170,512400,159922",5
2021-10-08,2021-10-11,"511880,510170,515220,159980,159922",5
2021-10-15,2021-10-18,"511880,159980,510170,515220,510210",5
2021-10-22,2021-10-25,"511880,510170,510210,515220,159980",5
2021-10-29,2021-11-01,"511880,510210,512660,510170,515450",5
2021-11-05,2021-11-08,"511880,159941,513100,512660,159922",5
2021-11-12,2021-11-15,"511880,513500,159941,159813,159967",5
2021-11-19,2021-11-22,"511880,513300,513500,159813,159949",5
2021-11-26,2021-11-29,"511880,513300,159941,159949,159952",5
2021-12-03,2021-12-06,"511880,159949,159952,159813,513300",5
2021-12-10,2021-12-13,"511880,512690,159952,159949,513500",5
2021-12-17,2021-12-20,"511880,512690,159949,159952,513500",5
2021-12-24,2021-12-27,"511880,515050,513500,159941,159980",5
2021-12-31,2022-01-04,"511880,512660,512100,513500,512500",5
2022-01-07,2022-01-10,"511880,515880,515450,515080,513500",5
2022-01-14,2022-01-17,"511880,515880,159980,513500,515080",5
2022-01-21,2022-01-24,"511880,515080,515180,159980,159981",5
2022-01-28,2022-02-07,"511880,159981,159980,515450",4
2022-02-11,2022-02-14,"511880,515450,159981,159980,515080",5
2022-02-18,2022-02-21,"511880,159980,515220,515450,515080",5
2022-02-25,2022-02-28,"511880,159980,515220,515450,512040",5
2022-03-04,2022-03-07,"511880,159980,159981,159937,515450",5
2022-03-11,2022-03-14,"511880,159981,159980,159937",4
2022-03-18,2022-03-21,"511880,159980,159981,518880",4
2022-03-25,2022-03-28,"511880,159980,159981,159934,510880",5
2022-04-01,2022-04-06,"511880,515220,159980,518880,510880",5
2022-04-08,2022-04-11,"511880,159980,515220,518800,510880",5
2022-04-15,2022-04-18,"511880,518800,159937,515220,510880",5
2022-04-22,2022-04-25,"511880,518800,518880,515220,512890",5
2022-04-29,2022-05-05,"511880,518800,518880,515220,512890",5
2022-05-06,2022-05-09,"511880,518880,518800,515220,512890",5
2022-05-13,2022-05-16,"511880,518800,518880,159981,512890",5
2022-05-20,2022-05-23,"511880,159981,518880,518800,512890",5
2022-05-27,2022-05-30,"511880,515220,518880,159934,512890",5
2022-06-02,2022-06-06,"511880,515220,159937,518880,512890",5
2022-06-10,2022-06-13,"511880,515220,512890,513690,510170",5
2022-06-17,2022-06-20,"511880,515220,512890,510170,510880",5
2022-06-24,2022-06-27,"511880,515790,515100,510170,510210",5
2022-07-01,2022-07-04,"511880,515790,510170,512890,512400",5
2022-07-08,2022-07-11,"511880,515790,159967,159871,512400",5
2022-07-15,2022-07-18,"511880,515790,159967,159845,159881",5
2022-07-22,2022-07-25,"511880,515790,512100,159845,159871",5
2022-07-29,2022-08-01,"511880,515790,159845,512100,159871",5
2022-08-05,2022-08-08,"511880,515790,159845,512100,159871",5
2022-08-12,2022-08-15,"511880,515790,159845,512100,159881",5
2022-08-19,2022-08-22,"511880,515790,159845,512100,513300",5
2022-08-26,2022-08-29,"511880,515790,510500,512100,513300",5
2022-09-02,2022-09-05,"511880,512890,515080,515220,159845",5
2022-09-09,2022-09-13,"511880,512890,515080,515220,513300",5
2022-09-16,2022-09-19,"511880,512890,515220,510880",4
2022-09-23,2022-09-26,"511880,515220,512890,510880",4
2022-09-30,2022-10-10,"511880,515220,510880",3
2022-10-14,2022-10-17,"511880,518880,159937,515220,512890",5
2022-10-21,2022-10-24,"511880,515220,510880",3
2022-10-28,2022-10-31,"511880,159937,159934,512660,513500",5
2022-11-04,2022-11-07,"511880,159852,159980,518800,510500",5
2022-11-11,2022-11-14,"511880,518800,159937,159852,513500",5
2022-11-18,2022-11-21,"511880,518800,159937,159852,159892",5
2022-11-25,2022-11-28,"511880,159937,518800,159852,515450",5
2022-12-02,2022-12-05,"511880,159937,518800,159852,515100",5
2022-12-09,2022-12-12,"511880,159980,159892,159937,513060",5
2022-12-16,2022-12-19,"511880,159937,518880,159892,513060",5
2022-12-23,2022-12-26,"511880,159892,513060,159937,159980",5
2022-12-30,2023-01-03,"511880,159980,159937,159892,513060",5
2023-01-06,2023-01-09,"511880,513060,159892,159980,159937",5
2023-01-13,2023-01-16,"159937,159934,511880,159892,159920",5
2023-01-20,2023-01-30,"159934,518800,511880,159920,512070",5
2023-02-03,2023-02-06,"511880,515450,159980,515100,159934",5
2023-02-10,2023-02-13,"511880,515450,515100,159920,512800",5
2023-02-17,2023-02-20,"511880,512690,515100,515450,159920",5
2023-02-24,2023-02-27,"511880,515100,512690,159708,159980",5
2023-03-03,2023-03-06,"511880,515100,512690,515450,159937",5
2023-03-10,2023-03-13,"511880,518880,518800,159981,515450",5
2023-03-17,2023-03-20,"511880,159934,518800,159852,515450",5
2023-03-24,2023-03-27,"511880,159869,515100,515450,518800",5
2023-03-31,2023-04-03,"511880,159869,515100,515450,510210",5
2023-04-07,2023-04-10,"511880,159869,515100,515450,588090",5
2023-04-14,2023-04-17,"511880,515100,515450,510210,159869",5
2023-04-21,2023-04-24,"511880,515450,515100,159869,513300",5
2023-04-28,2023-05-04,"511880,515100,515450,159869,513300",5
2023-05-05,2023-05-08,"511880,515450,515100,159869,159937",5
2023-05-12,2023-05-15,"511880,513300,159941,515450,159869",5
2023-05-19,2023-05-22,"511880,513300,513100,518800,518880",5
2023-05-26,2023-05-29,"511880,513300,513100,159869,518800",5
2023-06-02,2023-06-05,"511880,159869,513300,513100,518800",5
2023-06-09,2023-06-12,"511880,159869,513300,513100,518880",5
2023-06-16,2023-06-19,"511880,159869,513300,159941,515450",5
2023-06-21,2023-06-26,"511880,513300,513100,159869,515450",5
2023-06-30,2023-07-03,"511880,513500,159941,159869,515450",5
2023-07-07,2023-07-10,"511880,513500,159941,513520,515450",5
2023-07-14,2023-07-17,"511880,513100,159941,513520,515450",5
2023-07-21,2023-07-24,"511880,159941,513100,159937,518880",5
2023-07-28,2023-07-31,"511880,159941,513300,513520,515450",5
2023-08-04,2023-08-07,"511880,159941,513500,515100,515880",5
2023-08-11,2023-08-14,"511880,513500,159941,518880,159937",5
2023-08-18,2023-08-21,"511880,159632,513500,159934,518880",5
2023-08-25,2023-08-28,"511880,159937,518880,159981,513500",5
2023-09-01,2023-09-04,"511880,159937,518880,159981,513500",5
2023-09-08,2023-09-11,"511880,159937,518880,513500,159941",5
2023-09-15,2023-09-18,"511880,159937,159934,513500,159981",5
2023-09-22,2023-09-25,"511880,159937,518800,515300,515450",5
2023-09-28,2023-10-09,"511880,515300,512800,515450,159632",5
2023-10-13,2023-10-16,"511880,515300,159632,513100,512800",5
2023-10-20,2023-10-23,"511880,518800,159934,515220,159941",5
2023-10-27,2023-10-30,"511880,159937,518800,159981,513120",5
2023-11-03,2023-11-06,"511880,518880,159937,159632,159981",5
2023-11-10,2023-11-13,"511880,159934,159937,159981,159632",5
2023-11-17,2023-11-20,"511880,159937,518800,159981,159632",5
2023-11-24,2023-11-27,"511880,515220,512040,159632,513100",5
2023-12-01,2023-12-04,"511880,515220,159937,518800,512040",5
2023-12-08,2023-12-11,"511880,159937,515220,518800,159632",5
2023-12-15,2023-12-18,"511880,513100,159632,515220,159937",5
2023-12-22,2023-12-25,"511880,159632,513100,515220,159937",5
2023-12-29,2024-01-02,"511880,159632,513100,518880,159937",5
2024-01-05,2024-01-08,"511880,518880,159934,515220,513500",5
2024-01-12,2024-01-15,"511880,513500,159632,518880,518800",5
2024-01-19,2024-01-22,"511880,513500,159632,513520,159937",5
2024-01-26,2024-01-29,"511880,513500,159632,515220,518800",5
2024-02-02,2024-02-05,"511880,513500,159632,159937,518800",5
2024-02-08,2024-02-19,"511880,513500,159632,159934,518800",5
2024-02-23,2024-02-26,"511880,513500,159632,518880,159934",5
2024-03-01,2024-03-04,"511880,513500,159632,513520,518880",5
2024-03-08,2024-03-11,"511880,513500,513300,515450,159934",5
2024-03-15,2024-03-18,"511880,513500,513300,159937,518800",5
2024-03-22,2024-03-25,"511880,513500,513520,513300,515450",5
2024-03-29,2024-04-01,"511880,513500,513300,513520,518880",5
2024-04-03,2024-04-08,"511880,513300,513100,513520,518800",5
2024-04-12,2024-04-15,"511880,513300,513100,515450,518880",5
2024-04-19,2024-04-22,"511880,510880,515450,518800,518880",5
2024-04-26,2024-04-29,"511880,515300,515450,513690,513650",5
2024-04-30,2024-05-06,"511880,515300,515450,513650,512800",5
2024-05-10,2024-05-13,"511880,159691,512040,515300,513690",5
2024-05-17,2024-05-20,"511880,159691,159937,159934,515300",5
2024-05-24,2024-05-27,"511880,159980,159937,515300,513650",5
2024-05-31,2024-06-03,"511880,512890,515300,159937,159980",5
2024-06-07,2024-06-11,"511880,515300,513650,513110,159937",5
2024-06-14,2024-06-17,"511880,513650,513110,515300,159611",5
2024-06-21,2024-06-24,"511880,513650,513110,515300,518880",5
2024-06-28,2024-07-01,"511880,513650,513500,515300,512800",5
2024-07-05,2024-07-08,"511880,513650,513500,159980,515300",5
2024-07-12,2024-07-15,"511880,513650,513500,515300,512800",5
2024-07-19,2024-07-22,"511880,515300,513650,513500,512800",5
2024-07-26,2024-07-29,"511880,515300,513500,159611,513650",5
2024-08-02,2024-08-05,"511880,159937,159934,512800,515300",5
2024-08-09,2024-08-12,"511880,159611,159937,159934,515300",5
2024-08-16,2024-08-19,"511880,518800,159937,159611,513500",5
2024-08-23,2024-08-26,"511880,512800,518800,159934,513500",5
2024-08-30,2024-09-02,"511880,518800,159937,513650,513500",5
2024-09-06,2024-09-09,"511880,518800,159934,513500,513650",5
2024-09-13,2024-09-18,"511880,159934,518800,513500,513650",5
2024-09-20,2024-09-23,"511880,159934,518800,513650,513500",5
2024-09-27,2024-09-30,"511880,159934,159937,512070,513120",5
2024-09-30,2024-10-08,"511880,159934,518800,512070,513120",5
2024-10-11,2024-10-14,"511880,513090,159934,518800,159636",5
2024-10-18,2024-10-21,"513090,159934,518850,511880,159636",5
2024-10-25,2024-10-28,"518850,159934,513090,511880,159636",5
2024-11-01,2024-11-04,"518800,518880,511880,513090,159636",5
2024-11-08,2024-11-11,"513090,512070,159636,513020,510500",5
2024-11-15,2024-11-18,"511880,513090,588290,513020,588200",5
2024-11-22,2024-11-25,"511880,513090,159636,588200,588290",5
2024-11-29,2024-12-02,"511880,513090,588200,588290,159636",5
2024-12-06,2024-12-09,"511880,513090,513300,513390,588290",5
2024-12-13,2024-12-16,"511880,513090,513500,588200,588290",5
2024-12-20,2024-12-23,"511880,513090,588200,588290,515300",5
2024-12-27,2024-12-30,"511880,588060,588290,159801,561580",5
2025-01-03,2025-01-06,"511880,159937,518660,513500,159941",5
2025-01-10,2025-01-13,"511880,518850,159937,513090,588200",5
2025-01-17,2025-01-20,"511880,159937,518850,513500,513650",5
2025-01-24,2025-01-27,"511880,513650,518850,159934,513500",5
2025-01-27,2025-02-05,"511880,518800,518850,513500,513650",5
2025-02-07,2025-02-10,"511880,513500,513650,518660,518850",5
2025-02-14,2025-02-17,"511880,159636,513190,518660,518850",5
2025-02-21,2025-02-24,"511880,159636,513020,513090,518660",5
2025-02-28,2025-03-03,"511880,513020,159636,512800,588290",5
2025-03-07,2025-03-10,"511880,159636,513020,518800,518850",5
2025-03-14,2025-03-17,"511880,518800,518880,513020,159636",5
2025-03-21,2025-03-24,"511880,518850,518800,513020,159636",5
2025-03-28,2025-03-31,"511880,518850,518800,513020,159636",5
2025-04-03,2025-04-07,"511880,518850,159937,513020,159636",5
2025-04-11,2025-04-14,"511880,518880,518850,159636,513020",5
2025-04-18,2025-04-21,"511880,518880,518850,512800,513020",5
2025-04-25,2025-04-28,"511880,159937,518800,512800,159567",5
2025-04-30,2025-05-06,"511880,159937,518880,159567,159570",5
2025-05-09,2025-05-12,"511880,513690,513630,518800,518850",5
2025-05-16,2025-05-19,"511880,513690,513190,512800,515450",5
2025-05-23,2025-05-26,"511880,513690,513190,512800,515450",5
2025-05-30,2025-06-03,"511880,513690,513630,159937,159934",5
2025-06-06,2025-06-09,"511880,512800,513920,159567,159937",5
2025-06-13,2025-06-16,"511880,518660,159934,513630,159567",5
2025-06-20,2025-06-23,"511880,518660,518850,512800,563020",5
2025-06-27,2025-06-30,"511880,518850,159934,512800,513630",5
2025-07-04,2025-07-07,"511880,513390,159513,563020,518850",5
2025-07-11,2025-07-14,"511880,159307,510210,159892,561580",5
2025-07-18,2025-07-21,"159892,513120,511880,510210,515120",5
2025-07-25,2025-07-28,"513630,159892,510210,513090,511880",5
2025-08-01,2025-08-04,"511880,159570,513120,513090,510210",5
2025-08-08,2025-08-11,"511880,159570,159567,513090,563300",5
2025-08-15,2025-08-18,"511880,159570,513090,159567,510210",5
2025-08-22,2025-08-25,"511880,513090,513750,510210,159570",5
2025-08-29,2025-09-01,"511880,515050,159949,159682,560860",5
2025-09-05,2025-09-08,"511880,515880,513120,159567,159682",5
2025-09-12,2025-09-15,"513090,511880,159691,513750,518800",5
2025-09-19,2025-09-22,"511880,513110,159509,513090,159682",5
2025-09-26,2025-09-29,"513500,513110,511880,159796,159781",5
2025-09-30,2025-10-09,"513110,159659,159796,159781,159783",5
2025-10-10,2025-10-13,"159509,159659,515880,515980,159783",5
2025-10-17,2025-10-20,"515880,511880,159783,159509,159781",5
2025-10-24,2025-10-27,"515880,159509,515980,159783,159781",5
2025-10-31,2025-11-03,"159509,513310,511880,159501,512040",5
2025-11-07,2025-11-10,"511880,159796,159682,159783,513630",5
2025-11-14,2025-11-17,"511880,159796,512040,516650,159880",5
2025-11-21,2025-11-24,"511880,159783,159502,515880,518850",5
2025-11-28,2025-12-01,"511880,518850,518660,159502,159796",5
2025-12-05,2025-12-08,"511880,159783,518850,513310,518800",5
2025-12-12,2025-12-15,"511880,518850,518660,159502,159783",5
2025-12-19,2025-12-22,"511880,159937,518850,510100,562800",5
2025-12-26,2025-12-29,"511880,518850,159937,562800,510100",5
2025-12-31,2026-01-05,"511880,159690,516650,510100,515880",5
2026-01-09,2026-01-12,"511880,159363,560860,515880,516650",5
2026-01-16,2026-01-19,"511880,560860,159690,515880,588800",5
2026-01-23,2026-01-26,"511880,560860,159690,159870,512040",5
2026-01-30,2026-02-02,"511880,159870,512040,159363,159690",5
2026-02-06,2026-02-09,"511880,515880,159682,159363,560860",5
2026-02-13,2026-02-24,"511880,561980,159363,588800,512040",5
2026-02-27,2026-03-02,"511880,159326,159363,563300,512040",5
2026-03-06,2026-03-09,"511880,159326,512040,159309,560860",5
2026-03-13,2026-03-16,"511880,159326,510170,512040,159880",5
2026-03-20,2026-03-23,"511880,513310,512040,159363,510170",5
2026-03-27,2026-03-30,"511880,513310,513350,510170,513690",5
2026-04-03,2026-04-07,"511880,159309,561760,159326,513690",5
2026-04-10,2026-04-13,"511880,159309,561570,159326,513690",5
2026-04-17,2026-04-20,"511880,515880,159309,561760,159967",5
2026-04-24,2026-04-27,"511880,561570,159309,515880,513690",5
2026-04-30,2026-05-06,"511880,561570,159309,515880,510880",5
2026-05-08,2026-05-11,"511880,159583,159309,561570,159783",5
2026-05-15,2026-05-18,"511880,159583,159783,588170,561760",5
2026-05-22,2026-05-25,"511880,515050,159783,159781,159509",5
2026-05-29,2026-06-01,"511880,515050,159967,159781,159501",5
2026-06-05,2026-06-08,"511880,515880,159363,159381,159509",5
2026-06-12,2026-06-15,"511880,515050,588170,159381,159509",5
2026-06-18,2026-06-22,"511880,515050,588170,588710,159509",5
2026-06-26,2026-06-29,"511880,588170,588710,562590,588910",5
2026-07-03,2026-07-06,"511880,560780,588170,588710,159502",5
2026-07-10,2026-07-13,"511880,588170,560780,588710,159501",5
